"internal_taxon_id","Name_submitted","family","genus","species.correct","taxon.rank","life.form.reflora","habitat.reflora","vegetation.type.reflora","ordem.spp","establishment","habito","life.form","MaxHeight","GF","wsg","ecol.group","SeedMass_g","dispersal.syndrome","str.match","GL","DBH","p.est","p.ci","N","dbh.crit","p"
"sp3673","Piper hillianum","Piperaceae","Piper","Piper hillianum","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3673,"native","shrub","Woody tree (Shrub or treelet)",3,"large_shrub",0.426,"unknown",0.003607424,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3674","Piper hispidinervum","Piperaceae","Piper","Piper hispidinervum","species","Arbusto","Terrícola","Cerrado (lato sensu)|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",3674,"native","shrub","Woody tree (Shrub or treelet)",3,"large_shrub",0.426,"unknown",0.003607424,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3675","Piper hispidum","Piperaceae","Piper","Piper hispidum","species","Arbusto","Terrícola","Campo de Várzea|Floresta Ciliar ou Galeria|Floresta de Igapó|Floresta de Terra Firme|Floresta de Várzea|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Vegetação Sobre Afloramentos Rochosos",3675,"native","shrub","Woody tree (Tree or shrub)",4.9,"large_shrub",0.426,"late_secondary",1e-04,"zoochoric","late_secondary_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3676","Piper hoffmannseggianum","Piperaceae","Piper","Piper hoffmannseggianum","species","Arbusto","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga",3676,"native","shrub","Woody tree (Shrub or treelet)",3,"large_shrub",0.426,"unknown",0.003607424,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3677","Piper hostmannianum","Piperaceae","Piper","Piper hostmannianum","species","Arbusto|Liana/volúvel/trepadeira","Terrícola","Área Antrópica|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)|Savana Amazônica",3677,"native","shrub","Woody tree (Shrub or treelet)",3,"large_shrub",0.426,"unknown",0.003607424,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3678","Piper itatiaianum","Piperaceae","Piper","Piper itatiaianum","species","Arbusto|Subarbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3678,"native","shrub","Woody tree (Tree or shrub)",7,"small_tree",0.426,"unknown",0.003607424,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3679","Piper lhotzkyanum","Piperaceae","Piper","Piper lhotzkyanum","species","Arbusto","Terrícola","Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)",3679,"native","shrub","Woody tree (Shrub or treelet)",3,"large_shrub",0.426,"early_secondary",0.003607424,"zoochoric","early_secondary_large_shrub",20,5,1,"0.975-1.075",NA,NA,NA
"sp3680","Piper macedoi","Piperaceae","Piper","Piper macedoi","species","Arbusto","Terrícola","Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)",3680,"native","shrub","Woody tree (Shrub or treelet)",3.9,"large_shrub",0.426,"unknown",0.003607424,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3681","Piper malacophyllum","Piperaceae","Piper","Piper malacophyllum","species","Arbusto","Terrícola","Floresta Ciliar ou Galeria|Floresta de Várzea|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",3681,"native","shrub","Woody tree (Shrub or treelet)",2.5,"large_shrub",0.426,"unknown",0.003607424,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3682","Piper marginatum","Piperaceae","Piper","Piper marginatum","species","Arbusto","Terrícola","Área Antrópica|Cerrado (lato sensu)|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",3682,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.426,"unknown",2e-04,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3683","Piper mikanianum","Piperaceae","Piper","Piper mikanianum","species","Arbusto","Terrícola","Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",3683,"native","shrub","Woody tree (Shrub or treelet)",2,"large_shrub",0.426,"unknown",0.003607424,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3684","Piper miquelianum","Piperaceae","Piper","Piper miquelianum","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3684,"native","shrub","Woody tree (Shrub or treelet)",2,"large_shrub",0.426,"unknown",0.003607424,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3685","Piper mollicomum","Piperaceae","Piper","Piper mollicomum","species","Arbusto","Terrícola","Área Antrópica|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",3685,"native","shrub","Woody tree (Shrub or treelet)",3.8,"large_shrub",0.426,"unknown",0.003607424,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3686","Piper obliquum","Piperaceae","Piper","Piper obliquum","species","Arbusto","Terrícola","Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)",3686,"native","shrub","Woody tree (Tree or shrub)",9.4,"small_tree",0.426,"unknown",0.003607424,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3687","Piper ovatum","Piperaceae","Piper","Piper ovatum","species","Arbusto","Terrícola","Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)",3687,"native","shrub","Woody tree (Shrub or treelet)",2,"large_shrub",0.426,"unknown",0.003607424,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3688","Piper permucronatum","Piperaceae","Piper","Piper permucronatum","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3688,"native","shrub","Woody tree (Shrub or treelet)",3,"large_shrub",0.426,"unknown",0.003607424,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3689","Piper piliovarium","Piperaceae","Piper","Piper piliovarium","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3689,"native","shrub","Woody tree (Shrub or treelet)",3,"large_shrub",0.426,"unknown",0.003607424,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3690","Piper pseudoarboreum","Piperaceae","Piper","Piper pseudoarboreum","species","Arbusto","Terrícola","Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",3690,"native","shrub","Woody tree (Shrub or treelet)",4.9,"large_shrub",0.426,"unknown",0.003607424,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3691","Piper pseudopothifolium","Piperaceae","Piper","Piper pseudopothifolium","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3691,"native","shrub","Woody tree (Shrub or treelet)",2,"large_shrub",0.426,"unknown",0.003607424,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3692","Piper richardiifolium","Piperaceae","Piper","Piper richardiifolium","species","Arbusto","Terrícola","Caatinga (stricto sensu)|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)",3692,"native","shrub","Woody tree (Tree or shrub)",5.4,"large_shrub",0.426,"unknown",0.003607424,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",1,5,1
"sp3693","Piper rivinoides","Piperaceae","Piper","Piper rivinoides","species","Arbusto","Terrícola","Área Antrópica|Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)",3693,"native","shrub","Woody tree (Tree or shrub)",3.8,"large_shrub",0.426,"late_secondary",0.003607424,"zoochoric","late_secondary_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3694","Piper solmsianum","Piperaceae","Piper","Piper solmsianum","species","Arbusto","Terrícola","Campo rupestre|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Restinga",3694,"native","shrub","Woody tree (Shrub or treelet)",8,"small_tree",0.426,"unknown",0.003607424,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3695","Piper tectoniifolium","Piperaceae","Piper","Piper tectoniifolium","species","Arbusto","Terrícola","Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)",3695,"native","shrub","Woody tree (Tree or shrub)",5,"small_tree",0.426,"unknown",0.003607424,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3696","Piper truncatum","Piperaceae","Piper","Piper truncatum","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3696,"native","shrub","Woody tree (Shrub or treelet)",4.8,"large_shrub",0.426,"unknown",0.003607424,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3697","Piper tuberculatum","Piperaceae","Piper","Piper tuberculatum","species","Arbusto","Terrícola","Área Antrópica|Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)|Restinga",3697,"native","shrub","Woody tree (Tree or shrub)",4.8,"large_shrub",0.426,"climax",0.00106,"zoochoric","climax_large_shrub",35,5,1,"0.90-1.025",NA,NA,NA
"sp3698","Piper xylosteoides","Piperaceae","Piper","Piper xylosteoides","species","Arbusto","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga",3698,"native","shrub","Woody tree (Shrub or treelet)",2.9,"large_shrub",0.426,"unknown",0.003607424,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3699","Piptadenia gonoacantha","Fabaceae","Piptadenia","Piptadenia gonoacantha","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",3699,"native","tree","Woody tree (Tree)",26.35,"large_tree",0.6765,"pioneer",0.0579965576877517,"anemochoric|autochoric","pioneer_large_tree",30,10,0.5931,"0.5224-0.6637",400,10,0.6275
"sp3700","Piptadenia killipii","Fabaceae","Piptadenia","Piptadenia killipii","species","Liana/volúvel/trepadeira","Terrícola","Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",3700,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.657135549555556,"unknown",0.161093430712531,NA,"unknown_large_shrub",25,5,1,"0.95-1.05",1,5,1
"sp3701","Piptadenia micracantha","Fabaceae","Piptadenia","Piptadenia micracantha","species","Liana/volúvel/trepadeira","Terrícola","Área Antrópica|Floresta Ombrófila (= Floresta Pluvial)",3701,"native","shrub","Woody tree (Shrub or treelet)",6,"small_tree",0.657135549555556,"unknown",0.161093430712531,"anemochoric|autochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3702","Piptadenia paniculata","Fabaceae","Piptadenia","Piptadenia paniculata","species","Árvore","Terrícola","Área Antrópica|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",3702,"native","tree","Woody tree (Tree)",33.546,"large_tree",0.518359973,"early_secondary",0.476286771190476,"anemochoric|autochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",30,12.5,0.466666666666667
"sp3703","Piptadenia retusa","Fabaceae","Piptadenia","Piptadenia retusa","species","Arbusto|Árvore","Terrícola","Área Antrópica|Caatinga (stricto sensu)",3703,"native","tree","Woody tree (Tree or shrub)",5.7,"small_tree",0.803333333333333,"pioneer",0.123771666666667,"anemochoric|autochoric","pioneer_small_tree",20,7,0.6125,"0.4731-0.7518",NA,NA,NA
"sp3704","Piptadenia trisperma","Fabaceae","Piptadenia","Piptadenia trisperma","species","Liana/volúvel/trepadeira","Terrícola","Área Antrópica|Restinga",3704,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.657135549555556,"unknown",0.161093430712531,"anemochoric|autochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3705","Piptocarpha angustifolia","Asteraceae","Piptocarpha","Piptocarpha angustifolia","species","Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila Mista",3705,"native","tree","Woody tree (Tree)",31.944,"large_tree",0.42975,"pioneer",0.00073424564516129,"anemochoric","pioneer_large_tree",30,10,0.5931,"0.5224-0.6637",NA,NA,NA
"sp3706","Piptocarpha axillaris","Asteraceae","Piptocarpha","Piptocarpha axillaris","species","Árvore",NA,"Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",3706,"native","tree","Woody tree (Tree)",24.94,"large_tree",0.4105,"pioneer",0.00363054824675325,"anemochoric","pioneer_large_tree",30,10,0.5931,"0.5224-0.6637",13,10,0.846153846153846
"sp3707","Piptocarpha densifolia","Asteraceae","Piptocarpha","Piptocarpha densifolia","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",3707,"native","tree","Woody tree (Tree)",8.9,"small_tree",0.4668293624375,"pioneer",0.00213467795408085,"anemochoric","pioneer_small_tree",20,7,0.6125,"0.4731-0.7518",NA,NA,NA
"sp3708","Piptocarpha leprosa","Asteraceae","Piptocarpha","Piptocarpha leprosa","species","Arbusto|Liana/volúvel/trepadeira","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",3708,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.4668293624375,"unknown",0.00213467795408085,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3709","Piptocarpha longipedunculata","Asteraceae","Piptocarpha","Piptocarpha longipedunculata","species","Árvore",NA,"Floresta Ombrófila (= Floresta Pluvial)",3709,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.4668293624375,"unknown",0.00213467795408085,"anemochoric","unknown_tree_unknown",50,10,0.454,"0.4362-0.4718",NA,NA,NA
"sp3710","Piptocarpha macropoda","Asteraceae","Piptocarpha","Piptocarpha macropoda","species","Árvore",NA,"Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",3710,"native","tree","Woody tree (Tree)",21.6,"large_tree",0.4764539598,"pioneer",0.00213467795408085,"anemochoric","pioneer_large_tree",30,10,0.5931,"0.5224-0.6637",27,10,0.777777777777778
"sp3711","Piptocarpha notata","Asteraceae","Piptocarpha","Piptocarpha notata","species","Arbusto|Liana/volúvel/trepadeira","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",3711,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.4668293624375,"unknown",0.00213467795408085,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3712","Piptocarpha oblonga","Asteraceae","Piptocarpha","Piptocarpha oblonga","species","Arbusto|Liana/volúvel/trepadeira",NA,"Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",3712,"native","tree","Woody tree (Tree)",9.5,"small_tree",0.4668293624375,"pioneer",0.00213467795408085,"anemochoric","pioneer_small_tree",20,7,0.6125,"0.4731-0.7518",2,7,1
"sp3713","Piptocarpha organensis","Asteraceae","Piptocarpha","Piptocarpha organensis","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",3713,"native","tree","Woody tree (Tree or shrub)",14.8,"small_tree",0.4668293624375,"early_secondary",0.00213467795408085,"anemochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",2,8,1
"sp3714","Piptocarpha regnellii","Asteraceae","Piptocarpha","Piptocarpha regnellii","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",3714,"native","tree","Woody tree (Tree)",18,"large_tree",0.5085,"pioneer",0.00095,"anemochoric","pioneer_large_tree",30,10,0.5931,"0.5224-0.6637",NA,NA,NA
"sp3715","Piptocarpha robusta","Asteraceae","Piptocarpha","Piptocarpha robusta","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3715,"native","tree","Woody tree (Tree)",10,"small_tree",0.4668293624375,"unknown",0.00213467795408085,"anemochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3716","Piptocarpha rotundifolia","Asteraceae","Piptocarpha","Piptocarpha rotundifolia","species","Árvore",NA,"Campo rupestre|Cerrado (lato sensu)",3716,"native","tree","Woody tree (Tree or shrub)",7.042,"small_tree",0.51,"early_secondary",0.00263157894736842,"anemochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",NA,NA,NA
"sp3717","Piptocarpha sellowii","Asteraceae","Piptocarpha","Piptocarpha sellowii","species","Arbusto|Liana/volúvel/trepadeira","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",3717,"native","tree","Woody tree (Tree)",9.7,"small_tree",0.4668293624375,"early_secondary",0.00213467795408085,"anemochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",7,8,0.571428571428571
"sp3718","Piptolepis monticola","Asteraceae","Piptolepis","Piptolepis monticola","species","Arbusto|Árvore","Terrícola","Campo rupestre",3718,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.530140647804348,"unknown",NA,NA,"unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3719","Piranhea securinega","Picrodendraceae","Piranhea","Piranhea securinega","species","Árvore","Terrícola","Caatinga (stricto sensu)|Floresta Ombrófila (= Floresta Pluvial)",3719,"native","tree","Woody tree (Tree)",18.73,"large_tree",0.885166666666667,"unknown",0.055,NA,"unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp3720","Pisonia ambigua","Nyctaginaceae","Pisonia","Pisonia ambigua","species","Árvore","Terrícola","Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",3720,"native","tree","Woody tree (Tree)",20,"large_tree",0.351,"early_secondary",0.147058823529412,"zoochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",67,12.5,0.477611940298507
"sp3721","Pisonia zapallo","Nyctaginaceae","Pisonia","Pisonia zapallo","species","Árvore","Terrícola","Floresta Estacional Decidual|Floresta Estacional Semidecidual",3721,"native","tree","Woody tree (Tree)",13.8,"small_tree",0.375833333333333,"unknown",0.0890457647058824,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3722","Pithecellobium diversifolium","Fabaceae","Pithecellobium","Pithecellobium diversifolium","species","Arbusto|Árvore","Terrícola","Caatinga (stricto sensu)",3722,"native","tree","Woody tree (Tree or shrub)",6,"small_tree",0.6,"pioneer",0.227272727272727,"zoochoric","pioneer_small_tree",20,7,0.6125,"0.4731-0.7518",NA,NA,NA
"sp3723","Pityrocarpa moniliformis","Fabaceae","Pityrocarpa","Pityrocarpa moniliformis","species","Arbusto|Árvore","Terrícola","Caatinga (stricto sensu)|Carrasco|Floresta Estacional Decidual",3723,"native","tree","Woody tree (Tree or shrub)",15.176,"large_tree",0.84,"pioneer",0.0384615384615385,"anemochoric","pioneer_large_tree",30,10,0.5931,"0.5224-0.6637",1,10,1
"sp3724","Pityrocarpa obliqua","Fabaceae","Pityrocarpa","Pityrocarpa obliqua","species",NA,"Terrícola","Floresta Estacional Decidual|Floresta Estacional Semidecidual",3724,"native","tree","Woody tree (Tree or shrub)",6,"small_tree",0.975,"unknown",0.0384615384615385,NA,"unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3725","Plathymenia reticulata","Fabaceae","Plathymenia","Plathymenia reticulata","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",3725,"native","tree","Woody tree (Tree)",21.55,"large_tree",0.562666666666667,"early_secondary",0.0395324925318436,"anemochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",1,12.5,1
"sp3726","Platycyamus regnellii","Fabaceae","Platycyamus","Platycyamus regnellii","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",3726,"native","tree","Woody tree (Tree)",25.3,"large_tree",0.829333333333333,"late_secondary",0.613883892885691,"anemochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",3,15,0.333333333333333
"sp3727","Platymiscium floribundum","Fabaceae","Platymiscium","Platymiscium floribundum","species","Árvore",NA,NA,3727,"native","tree","Woody tree (Tree)",22,"large_tree",0.7215,"late_secondary",0.394819048285714,"anemochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",67,15,0.388059701492537
"sp3728","Platymiscium pubescens","Fabaceae","Platymiscium","Platymiscium pubescens","species",NA,NA,NA,3728,"native","tree","Woody tree (Tree)",17,"large_tree",0.605,"early_secondary",0.015602478564207,"anemochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",NA,NA,NA
"sp3729","Platymiscium speciosum","Fabaceae","Platymiscium","Platymiscium speciosum","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",3729,"native","tree","Woody tree (Tree)",46.6,"large_tree",0.751193548387097,"unknown",0.279797524142857,"anemochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",17,NA,NA
"sp3730","Platypodium elegans","Fabaceae","Platypodium","Platypodium elegans","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Savana Amazônica",3730,"native","tree","Woody tree (Tree)",20,"large_tree",0.76575,"early_secondary",1.19095428645429,"anemochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",NA,NA,NA
"sp3731","Plenckia populnea","Celastraceae","Plenckia","Plenckia populnea","species","Arbusto|Árvore","Terrícola","Campo rupestre|Cerrado (lato sensu)|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos",3731,"native","tree","Woody tree (Tree)",12,"small_tree",0.65925,"early_secondary",0.0952380952380952,"anemochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",NA,NA,NA
"sp3732","Pleradenophora membranifolia","Euphorbiaceae","Pleradenophora","Pleradenophora membranifolia","species","Arbusto|Árvore","Terrícola","Floresta Estacional Semidecidual",3732,"native","tree","Woody tree (Tree or shrub)",15.6,"large_tree",0.67,"early_secondary",0.0109942592592593,"autochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",NA,NA,NA
"sp3733","Pleroma andersregnellii","Melastomataceae","Pleroma","Pleroma andersregnellii","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3733,"native","tree","Woody tree (Tree)",9,"small_tree",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3734","Pleroma apparicioi","Melastomataceae","Pleroma","Pleroma apparicioi","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3734,"native","shrub","Woody tree (Shrub or treelet)",4.97,"large_shrub",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3735","Pleroma arboreum","Melastomataceae","Pleroma","Pleroma arboreum","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3735,"native","tree","Woody tree (Tree)",25,"large_tree",0.536257282,"pioneer",0.000303030303030303,"anemochoric","pioneer_large_tree",30,10,0.5931,"0.5224-0.6637",NA,NA,NA
"sp3736","Pleroma barnebyanum","Melastomataceae","Pleroma","Pleroma barnebyanum","species","Arbusto|Árvore","Terrícola","Floresta Ciliar ou Galeria",3736,"native","tree","Woody tree (Shrub or treelet)",5,"small_tree",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3737","Pleroma boraceiense","Melastomataceae","Pleroma","Pleroma boraceiense","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3737,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3738","Pleroma boudetii","Melastomataceae","Pleroma","Pleroma boudetii","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3738,"native","tree","Woody tree (Tree)",12,"small_tree",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3739","Pleroma caissarum","Melastomataceae","Pleroma","Pleroma caissarum","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3739,"native","tree","Woody tree (Tree)",8,"small_tree",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3740","Pleroma candolleanum","Melastomataceae","Pleroma","Pleroma candolleanum","species","Arbusto|Árvore","Terrícola","Floresta Ciliar ou Galeria",3740,"native","tree","Woody tree (Tree)",20.1,"large_tree",0.61,"early_secondary",2e-04,"anemochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",NA,NA,NA
"sp3741","Pleroma canescens","Melastomataceae","Pleroma","Pleroma canescens","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3741,"native","tree","Woody tree (Tree or shrub)",5,"small_tree",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3742","Pleroma clavatum","Melastomataceae","Pleroma","Pleroma clavatum","species","Arbusto","Terrícola","Restinga",3742,"native","tree","Woody tree (Tree)",3,"large_shrub",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3743","Pleroma dusenii","Melastomataceae","Pleroma","Pleroma dusenii","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3743,"native","shrub","Woody tree (Shrub or treelet)",6.8,"small_tree",0.550644937714286,"pioneer",0.000257245386192755,"anemochoric","pioneer_small_tree",20,7,0.6125,"0.4731-0.7518",NA,NA,NA
"sp3744","Pleroma echinatum","Melastomataceae","Pleroma","Pleroma echinatum","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3744,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.550644937714286,"unknown",0.000257245386192755,"anemochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
