family,scientific.name,life.form,status,number of records,vouchers
Asteraceae,Lychnophora souzae H.Rob.,tree?,probable occurrence in the AF,11,"Franco, I.M., 710 (ALCB 100760, SPF 228075); Ganev, W., 1829 (K 69228, UEC 118768, US 3276760); Ganev, W., 2277 (K 69226, UEC 118766, US 3311737); Ganev, W., 2280 (K 69225, UEC 118765, US 3311738); Glaziou, A., s.n. (P 4264536); Glaziou, A., s.n. (P 4294874); Glaziou, A., s.n. (P 4294875); Goncalves, D.J.P., 414 (UEC 165883); Irwin, H.S., 22690 (MBM 68132, MO 100309112, NY 1239484, RB 281515, UEC 175587, US 2818722); Leitao Filho, H.F., 17552 (UEC 196344); Rando, J.G., 1234 (ALCB 211125, SPF 211434)"
Asteraceae,Lychnophoriopsis candelabrum (Sch.Bip.) H.Rob.,tree?,probable occurrence in the AF,65,"Glaziou, A.F.M., 19465 (K 997544); Killip, E.P., 8573 (UB 1524); King, R.M., 8573 (K 497177, MO 1954092, US 2922446); Lima, L.R., 4667 (K 989994); Mello-Silva, R., 3412 (CEN 107722, RB 1403881); Riedel, L., 1009 (F 77150); Sellow, F., 995 (B 14641); Tamashiro, J.Y., 17166 (UEC 38612, UFMT 2611); Zappi, D.C., 10494 (K 997541)"
Asteraceae,Lychnophoriopsis damazioi (Beauverd) H.Rob.,tree?,probable occurrence in the AF,33,"Araujo, A.O., 25214 (K 989904); Damazio, L., s.n. (RB 70826); Damazio, L.B., 2010 (G 300650, G 300651); Damazio, L.B., s.n. (G 224473/1); Damazio, L.B., s.n. (G 224473/2); Glaziou, A.F.M., 19465 (F 50584); Glaziou, A.F.M., 19478 (F 77152); Loeuille, B., 495 (RB 635715, SPF 214838, US 3697948); Loeuille, B., 77 (K 989903)"
Asteraceae,Mattfeldanthus andrade-limae (G.M.Barroso) Dematt.,tree,probable occurrence in the AF,35,"Andrade-Lima, 2119 (IPA 8147); Andrade, B.S., 419 (K 964323); Barreto, V., 219 (K 997566); Barros, E.O., 101 (EAC 37797, EAC 39371); Bringel, J.B.A., 119 (UB 35438); Ciencias, A.B., 281 (IPA 19151, RB 171819, RB 244784); Ciencias, A.B., 472 (IPA 19353); Lemos, J.R., 228 (EAC 38304, IPA 69450, K 964322); Lima, A., 55-2119 (RB 286308); Moraes, A.O., 5327 (K 964324); Rose, J.N., 19906 (NY 798860); Rose, J.N., 19966 (K 68965, NY 274892, US 762294); Semdeterminador, 133 (K 964325)"
Asteraceae,Paralychnophora atkinsiae D.J.N.Hind,shrub,probable occurrence in the AF,9,"Hurbath, F., 36 (ALCB 97250, ALCB 97632); Queiroz, L.P., 5597 (ALCB 62605, HUEFS 43040); Roque, N., 1446 (ALCB 73625); Roque, N., 4121 (ALCB 112148); Roque, N., 4499 (ALCB 117583, US 3680575); Roque, N., 4786 (ALCB 124702, US 3700947); Roque, N., s.n. (ALCB 81501); Sano, P.T., 14403 (ESA 24997, MO 1821840, US 3404164); Sano, P.T., CFCR14403 (HUEFS 156713, HUEFS 66625, SPF 95119)"
Asteraceae,Paralychnophora patriciana D.J.N.Hind,tree,probable occurrence in the AF,6,"Hind, D.J.N., 0 (CEPEC 87521); Hind, D.J.N., 50967 (MO 3360136); Hind, D.J.N., H-50967 (R 212573, US 3404168); Hind, D.J.N., H50967 (HUEFS 54184, HUEFS 66628, HUEFS 66629, HUEFS 66630, SP 349767, SPF 89470); Loeuille, B., 329 (HUEFS 203473); Stannard, B., H51189 (HUEFS 66631, HUEFS 66633)"
Asteraceae,Verbesina luetzelburgii Mattf.,shrub,probable occurrence in the AF,20,"Alves, M., 323 (ALCB 129321, HUEFS 236589); Alves, M., 331 (ALCB 129322, HUEFS 236588); Ferreira, Anonymous, 323 (HUEFS 142778); Ganev, W., 1824 (K 53574, US 3276758); Ganev, W., 1928 (K 53575, US 3276748); Giulietti, A.M., 1412 (HUEFS 39215, SP 364079, UB 13821); Harley, R.M., 26109 (CEPEC 47799, E 55714.000, SPF 70358, US 3255405); Harley, R.M., 28304 (CEPEC 80731, ESA 49916, HUEFS 24996, K 53568); Harley, R.M., 38304 (MBM 230691); Harley, R.M., 55495 (ALCB 76411, HUEFS 111537, K 1031881); Hatschbach, G., 48039 (CEPEC 38899, K 53569, MBM 91368, MO 3386410, NY 799032, US 3031225); Hind, D.J.N., 26109 (K 53571); Hind, D.J.N., PCD4307 (K 53573); Hurbath, F., 673 (ALCB 118610, HUEFS 224451); King, R.M., 8055 (CEPEC 18661, K 53570, MO 3386122, US 2855684); King, R.M., 8100 (CEPEC 18710, K 53572, MO 3385918, US 2855928); King, R.M., 8748 (US 2908794); Luetzelburg, P(no. ), s.n. (MSB 30036/ 178360 / 120449); Luetzelburg, P., s.n. (M -30036); Queiroz, L.P, 4417 (HUEFS 20112)"
Bignoniaceae,Handroanthus grandiflorus Espirito-Santo & M.M. Silva,tree,probable occurrence in the AF,1,"Espirito-Santo, F.B., 149 (HUEFS 186695)"
Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.Grose,tree,probable occurrence in the AF,43,"Kiill, L.H.P., 2677 (HTSA 2677); Mayworm, M.A., 61 (HUEFS 24567, HUNEB 6679, SP 358410); Miranda, A.M., 2263 (HST 9409, MAC 54532); Pinto, G.C.P., 349/81 (MO 1043152)"
Bignoniaceae,Handroanthus spongiosus (Rizzini) S.Grose,tree,probable occurrence in the AF,58,"Lewsi, G.P., 1164 (CEPEC 29592); Lima, D.P., 13247 (HST 4305, HUCPE 604, MO 1040793, RB 536922); Oliveira, K.N., 1 (HVASF 3998, SPF 213924); Siqueira Filho, J.A., 1920 (HVASF 711, SPF 213922)"
Bignoniaceae,Jacaranda praetermissa Sandwith,tree,probable occurrence in the AF,65,"Alvarenga, D., 1057 (K 542684); Farias, R., 161 (UEC 127812); Fonseca, W.N., 145 (RB 56419); Fonseca, W.N., 219 (RB 56395); Mendonca, R.C., 1492 (RB 56617, UEC 52410); Miranda, A.M., 5963 (HST 16365, HUEFS 151261, IPA 83223, RB 589187, SLUI 3747, TEPB 27612); Ramalho, F.B., 265 (HST 4233, HUCPE 606, PEUFR 28341, PEUFR 29776, PEUFR 31757, PEUFR 40179, RB 536887); Ratter, J.A., 7732 (UB 118527, UFG 24046); Skorupa, L.A., 536 (CEN 24448); Ule, E.H.G., 7176 (B 100244036, HBG 522970, MO 1045650); Ule, E.H.G., 7479 (B 100244037, HBG 522969, MO 1045659)"
Bignoniaceae,Jacaranda rugosa A.H.Gentry,tree,probable occurrence in the AF,5,"Andrade-Lima, 71-6556 (IPA 25879, MO 1041942); Harley, R.M., 26491 (CEPEC 46340, K 991860, MBM 221585, MO 1049558, NY 402704); Pereira, R., 2113 (IPA 82648); Silva, J.S., 216 (PEUFR 48743, UFP 47613); Siqueira Filho, J.A., 259 (HVASF 1194)"
Bignoniaceae,Sparattosperma catingae A.H.Gentry,tree,probable occurrence in the AF,4,"Carvalho, A.M, 1867 (CEPEC 31978, HUEFS 3850, MBM 94592, MO 1048246); Espirito-Santo, F.S., 163 (HUEFS 207838, MBM 401556, RB 896505); Macedo, G.E.L., 853 (HRCB 43480, HUESB 2042, PEUFR 48828); Queiroz, L.P, 12907 (HUEFS 118404)"
Bixaceae,Bixa arborea Huber,tree,no records found but cited in BF.2020,46,"Costa, M.B., 18 (RB 1357469, SAMES 862, VIES 28532); Ducke, A., 831 (MG 018706, MO 3101984, NY 2168748); Ducke, A., s.n. (B 13628); Ducke, W.A., 8311 (BM 582955); Ferreira, C.A.C., 4422 (INPA 120795, NY 1405572); Ferreira, C.A.C., 8416 (HST 8980, INPA 153013, MG 168919, NY 1405568); Gentry, A.H., 45943 (MO 251414); Goeldi, A., 8311 (RB 536616); Goeldi, A., s.n. (MG 008311); Goeldi, A., s.n. (MG 8311); Huber, J., 7827 (BM 582954); Huber, J., 7827 (RB 536615); Huber, J., s.n. (MG 007827); Huber, J., s.n. (MG 7827); Kinupp, V.F., 2207 (ICN 124404); Neill, D.A., 6278 (NY 423930, US 3104060); Ordones, J., 1755 (BHZB 5874); Pereira, L.A., 1912 (INPA 234216, RB 597490); Prance, G.T., 5357 (INPA 22117, NY 1405571); Prance, G.T., 5357 (UEC 199306); Rosas Junior, A., 361 (INPA 170026, MG 148435, NY 868498, RB 58761); Spada, J., 49 (CVRD 166)"
Bixaceae,Cochlospermum vitifolium (Willd.) Spreng.,tree,probable occurrence in the AF,289,"Bonpland, A.J.A., s.n. (P 679755); Bonpland, A.J.A., s.n. (P 679756); Luetzelburg, P(no. ), s.n. (MSB 112550/ 33735 / 24522); Luetzelburg, P., s.n. (M -112550); Pittier, H.F., 8930 (NY 95010, US 1065095, US 3618466)"
Boraginaceae,Cordia glabrata (Mart.) A.DC.,tree,probable occurrence in the AF,205,"Andrade, M., s.n. (EAC 20176); Barbosa, F.G., s.n. (EAC 47269); Barros, S., 80 (RB 202752); Chodat, R., s.n. (G 124297/1); Coelho, A.M., s.n. (RB 212257); da Silva Manso A.L.P., s.n. (BR 6960421); da Silva Manso A.L.P., s.n. (BR 6960834); Fernandes, A., s.n. (EAC 10594); Fernandes, A., s.n. (EAC 15121); Fiebrig, K.A.G. (no. ), s.n. (MSB 185059/ 581653 / 253448); Hassler, E., 10600 (NY 335110); Hassler, E., 32222 (MO 100662558); Hassler, E., s.n. (P 634409); Hassler, E., s.n. (P 634410); Kuntze, C.E.O., s.n. (NY 1240038); Kuntze, C.E.O., s.n. (NY 1240039); Kuntze, O., s.n. (US 701020); Kuntze, O., s.n. (US 701328); Martii Herbar. Florae Brasil., 1068 (NY 335264); Martius, C.F.P(no. Herb. Fl. Bras. ), s.n. (MSB 185065/ 581659 / 253454); Martius, C.F.P(no. Obs. ), s.n. (MSB 185060/ 581654 / 253449); Martius, C.F.P(no. Obs. ), s.n. (MSB 185062/ 581656 / 253451); Munaretti, A.M., s.n. (LUSC 3881); Oliveira Filho, A., s.n. (UEC 35453); Pinto, G.B.S., s.n. (UPCB 49227); Pinto, G.C.P., s.n. (ALCB 03464A); Ratter, J.A., s.n. (NY 857955); Riedel, L., s.n. (NY 400841); Sarmento, A.C., 608 (RB 209199); Zardini, E.M., s.n. (SI 125094)"
Boraginaceae,Cordia ochnacea DC.,tree,no records found but cited in BF.2020,14,"Andreata, R., 667 (HUEFS 91005); Andreata, R.H.P., 344 (RB 229827); Andreata, R.H.P., 587 (RB 530868); Andreata, R.H.P., 595 (RB 530861); Andreata, R.H.P., 610 (RB 229829); Barros, A.A.M., 4262 (RB 648477); Barros, D., 1172 (RB 47654); Braga, J.M.A., 1072 (RB 530873); Lhotsky, J., s.n. (G 124208/1); Lhotsky, J., s.n. (G 146917); Lucio, K.A., 70 (RB 530892); Octavio, s.n. (RB 81506); Pinto, L.S., 206 (RB 60215); Silva, T.A., 30 (RB 530895)"
Boraginaceae,Euploca ocellata (Cham.) J.I.M.Melo & Semir,tree,probable occurrence in the AF,17,"Burkart, A., s.n. (SI 125929); Burkart, A.E., 15430 (MO 2189172); Hatschbach, G., 29548 (ASU 16251); Montes, J.E., 566 (MO 2402603); Montes, J.E., s.n. (SI 77245); Petersen, T.M., s.n. (P 3861078); Sellow F., s.n. (BR 6967314); Sellow, F., 3401 (US 1234125); Sellow, F., 3579 (B 17335); Sellow, F., s.n. (E 394546); Sellow, F., s.n. (M -185296); Sellow, F., s.n. (M -188051); Sellow, F., s.n. (MSB 185296/ 581791 / 253586); Sellow, F., s.n. (MSB 188051/ 581989 / 253784); Sellow, F., s.n. (P 610211); Sellow, M., s.n. (K 96805); Sellow, M., s.n. (K 96806)"
Burseraceae,Protium dawsonii Cuatrec.,tree,probable occurrence in the AF,13,"Brasilia, E.J.B., 547 (INPA 139890); Dawson, E.Y., 14465 (US 2280617); Dias, T.A.B., 30 (CEN 35311); Irwin, H.S., 12113 (MO 2821222, NY 929428); Irwin, H.S., 14490 (MO 2821034, NY 929431); Irwin, H.S., 14626 (MO 2820805, NY 929426); Irwin, H.S., 26650 (MO 2820729, MO 2821120, NY 929432); Mori, S.A., 16719 (BISH 608104, CEPEC 36011, MO 100988410, NY 2681075); Mori, S.A., 16905 (CEN 8089, CEPEC 36057, MO 3415977); Silva, M.G., 4905 (INPA 135121, MG 067903, NY 2361136); Silva, M.G., 5039 (INPA 135169, MO 3415663); Souza, L.F., 4167 (HJ 4892); Sucre, B.D., 601 (NY 929433)"
Cactaceae,Pereskia stenantha Ritter,shrub,probable occurrence in the AF,16,"Harley, R.M., 21543 (CEPEC 25886, E 55795.000, E 55799.000, K 100384, K 4944, NY 645510, SPF 67101); Harley, R.M., 22011 (CEPEC 30159); Harley, R.M., 22011 (E 55627.000, K 100385, NY 645511, SPF 67166, UEC 52511); Harley, R.M., 25523 (BHCB 59795, E 65050.000, K 100382, K 100383, SPF 80919); Leuenberger, B., 3072 (CEPEC 31233, K 4948, K 4949, MO 3164776); Leuenberger, B., 3076 (CEPEC 31296); Leuenberger, B., 3079 (CEPEC 31214); Leuenberger, B., 3081 (CEPEC 31218, K 4945, NY 645512); Leuenberger, B., Carvalho, A.M., s.n. (W 1984-0013596); Lombardi, J.A., 4421 (BHCB 64813); Silva, S.S., 518 (RB 654199); Taylor, N.P., 1423 (CEPEC 50922, HRCB 13984, K 4950); Taylor, N.P., 1496 (HRCB 13991, K 100381); Taylor, N.P., 1497 (HRCB 13990, K 100380); Taylor, N.P., 1539 (CEPEC 50985, HRCB 13937, K 4942); Taylor, N.P., s.n. (BHCB 21304)"
Cactaceae,Pilosocereus glaucochrous (Werderm.) Byles & G.D.Rowley,tree,probable occurrence in the AF,8,"Harley, R.M., 27384 (CEPEC 47002, E 77049.000, K 13080, SPF 80846); Melo-Pinna, G.F.A., 122 (SPF 177988); Menezes, M.O.T., 317 (EAC 53728); Nonato, F.R., 974 (CEPEC 97245, HUEFS 55719, K 634443); Queiroz, L.P, 4014 (HUEFS 17697, UEC 116764); Taylor, N.P., 1402 (CEPEC 51177, HRCB 14174, K 13079); Taylor, N.P., 1412 (CEPEC 50949, HRCB 14173, K 13078); Zappi, D.C., 132A (SPF 81015)"
Cactaceae,Pilosocereus pentaedrophorus (Cels) Byles & Rowley,shrub,probable occurrence in the AF,25,"Araujo-Nobrega, M., 356 (SPF 149796); Calvente, A.M., 409 (UFRN 13193); Franca, F.E.M., 1491 (UEC 116767); Harley, R.M., 25544 (CEPEC 46079); Harley, R.M., 25597 (CEPEC 45912); Harley, R.M., 27380 (CEPEC 47004, E 77043.000, SPF 80842); Lavor, P., 54 (UFRN 18657); Lavor, P., 55 (UFRN 18658); Lavor, P., 56 (UFRN 18659); Leuenberger, B.E., 3085 (B 18 0016879); Leuenberger, B.E., s.n. (B 180016879); Melo, E., 1444 (CEPEC 80750, ESA 49924); Orlandi, R.P., 166 (RB 64846); Queiroz, L.P., 4325 (MBM 206296); Rose, J.N., 19821 (NY 645539); Rose, J.N., 19821 (US 762175); Rose, J.N., 19921 (NY 1240130, NY 484626, NY 645536); Rose, J.N., 19927 (US 762253); Rose, J.N., 20081 (NY 645538); Taylor, N.P., 1523 (CEPEC 50948); Taylor, N.P., 1633 (HRCB 13912); Anonymous, 1737 (NY 645537); Zappi, D.C., 120 (HRCB 12023, SPF 81014); Zehntner, L., 308 (US 603273); Zehntner, L., 317 (US 603274)"
Cactaceae,Pilosocereus piauhyensis (Gurke) Byles & G.D.Rowley,shrub,probable occurrence in the AF,19,"Castellanos, A., 22877 (R 109953); Ferreira, R.L.C., 61 (IPA 50311); Lima, V.V.F., 29 (CEN 82600, HUEFS 188089, HVASF 15713, UFRN 17998); Lima, V.V.F., 31 (CEN 82602, HUEFS 188091, HVASF 15715, UFRN 17989); Martinelli, G., 18115 (RB 807111); Mendes, M.R.A., 399 (TEPB 18270); Menezes, M.O.T., 133 (HUEFS 169943); Menezes, M.O.T., 134 (HUEFS 169944); Taylor, N.P., 1360 (HRCB 14208, K 13094); Taylor, N.P., 1368 (HRCB 14206, K 13095); Taylor, N.P., 1375 (HRCB 14214, K 13089); Taylor, N.P., 1394 (HRCB 14121, K 13093); Taylor, N.P., 1456 (HRCB 14158); Taylor, N.P., 1620 (HRCB 13511, K 13092, UFP 8138); Taylor, N.P., 1625 (HRCB 13904, K 13090, UFP 8143); Taylor, N.P., 1630 (HRCB 13915); Taylor, N.P., s.n. (BHCB 21341); Zappi, D.C., 211 (HRCB 11917); Zappi, D.C., 217 (HRCB 11915)"
Calophyllaceae,Kielmeyera insignis Saddi,tree,no records found but cited in BF.2020,5,"Glaziou, 3878 (RB 220144); Glaziou, A., s.n. (P 4634773); Glaziou, A., s.n. (P 4844604); Glaziou, A.F.M., 3878 (K 221329); Nadruz, M., 2813 (RB 840905)"
Cardiopteridaceae,Citronella apogon (Griseb.) R.A.Howard,tree,no records found but cited in BF.2020,21,"Apaza, O., 163 (MO 3444675); Hieronymus, G., s.n. (GOET 7258/ 758026 / 401434); Israel G. Vargas C., 2051 (MO 1718734); Israel G. Vargas C., 3719 (MO 1718757); Julia Gutierrez R., 811 (MO 3358485); Julia Gutierrez R., 904 (MO 3310420); Lliully, A., 1400 (MO 100525002); Lorentz, P.G., 438 (MO 1937894); Lorentz, P.G., s.n. (CORD 42420); Lorentz, P.G., s.n. (GOET 42419); Lorentz, P.G., s.n. (NY 42421); Lorentz, P.G., s.n. (SI 42419); Lorentz, P.G., s.n. (SI 42420); Lorentz, P.G., s.n. (SI 42421); Munoz, M., Muñoz-311 (MO 100544569); Nee, M.H., 45275 (MO 1530854); Nee, M.H., 45340 (MO 1531875); Solomon, J.C., 10995 (MBM 95533); Solomon, J.C., 11243 (MO 166041); Steinbach, J., 8245 (F 353613F); Zenteno, F., 5549 (MO 3370507)"
Caricaceae,Vasconcellea monoica (Desf.) A.DC.,tree,no records found but cited in BF.2020,20,"Asplund, E., s.n. (UPS 113233); Badillo, V.M., s.n. (B 100004092); Bang, M. (no. ), s.n. (MSB 113228/ 34413 / 25199); Bang, M., 2338 (BM 13850062); Bang, M., 2338 (NY 112159); Bang, M., s.n. (G 197921/1); Bang, M., s.n. (G 197921/2); Bang, M., s.n. (LD 1223065); Bang, M., s.n. (W 1895-0001082); Bang, M., s.n. (WU 0068899); Horovitz, S., s.n. (B 100004093); Kasent, P.W., 49 (NY 191873); Martinet, s.n. (P 6585678); Martinet, s.n. (P 6585679); Martinet, s.n. (P 6585682); Martinet, s.n. (P 6585683); Plowman, T.C., 5971 (MO 3144831); Pujupet, J.O., 1006 (NY 192097); Vasquez, R., 39672 (MO 100947623); Warush, A., 21 (NY 191529)"
Caryocaraceae,Caryocar coriaceum Wittm.,tree,probable occurrence in the AF,79,"Blanchet, J.S., 2876 (F 53244F, G 226593, G 226594); Blanchet, J.S., s.n. (G 199476/1); Blanchet, J.S., s.n. (G 199476/2); Cavalcanti, F.S., s.n. (EAC 21752); Ducke, A., s.n. (EAC 854); Fernandes, A., s.n. (EAC 12870); Fernandes, A., s.n. (EAC 14815); Fernandes, A., s.n. (EAC 2918); Fernandes, A., s.n. (EAC 3029); Fernandes, A., s.n. (EAC 5190); Fernandes, A., s.n. (EAC 6718); Fernandes, A., s.n. (EAC 8817); Figueiredo, M.A., s.n. (EAC 15212); Gardner, G., 1494 (BM 603035, G 226562, G 226563, G 226564); Gardner, G., 1494 (F 53243); Gardner, G., 1494 (K 432510); Gardner, G., 1494 (NY 429010); Gardner, G., 1494 (NY 429011); Gardner, G., 1494 (US 1066598); Gardner, G., 1495 (G 226561); Gardner, G., 1495 (US 703033); Gardner, G., s.n. (G 199474/1); Gardner, G., s.n. (G 199474/2); Gardner, G., s.n. (G 199474/3); Gardner, G., s.n. (G 199475/1); Gardner, G., s.n. (P 1900571); Gardner, G., s.n. (P 1900572); Margarete, s.n. (EAC 15161); Parente, Z., s.n. (EAC 2472); Queiroz, A.A., s.n. (EAC 1701)"
Celastraceae,Salacia crassifolia (Mart. ex Schult.) G.Don,tree,probable occurrence in the AF,168,"Burchell, W.J., 5876 (K 36762); Cesar, O., 202 (HRCB 4445); Dusen, P.K.H., 10934 (NY 626487); Giannotti, E., 12319 (UEC 24927); Gibbs, P.E., 2791 (NY 1031424, UB 26202, UEC 22624); Glaziou, A.F.M., 20840 (G 355892); Glaziou, A.F.M., s.n. (G 260582/1); Heringer, E.P., 8561 (HEPH 337, NY 1031413, UB 132533, UB 132561); Irwin, H.S., 18582 (UB 4732); Maguire, B., 56158 (MO 163765, NY 1031422); Maguire, B., 56287 (K 1138868, MO 163783, NY 1031421, US 2985893); Martius, C.F.P(no. Obs. ), s.n. (MSB 111157/ 32342 / 23135); Martius, C.F.P., s.n. (MSB 111158/ 32343 / 23136); Martius, C.F.P., s.n. (MSB 111159/ 32344 / 23137); Mendonca, R., 6195 (HRCB 53741); Ratter, J.A., 3481 (UB 26228, UEC 28518); Ratter, J.A., 7857 (MBM 244641, UB 132531); Riedel, L., 513 (B 13351); Riedel, L., 513 (NY 885560); Riedel, L., s.n. (P 704202); Silva, M.A., 1380 (RB 125496, UB 132527); Simon, M.F., 3341 (CEN 108761, HUTO 7559, RB 1413722); Soria, N., 5598 (MO 1915038); Zardini, E.M., 43482 (MO 1004492, MW 576824); Zardini, E.M., 43641 (MO 1004822, RB 549507); Zardini, E.M., 43656 (MO 1004837)"
Chrysobalanaceae,Exellodendron cordatum (Hook.f.) Prance,tree,probable occurrence in the AF,80,"Assis, J.S., 052 (RB 70038); Felfili, J.M., 508 (SPF 166439); Gardner, 2560 (K 220827); Gardner, G., 2560 (US 1440204); Lima, D.P., 13343 (HST 20696, IPA 76508, PEUFR 12717, RB 69828); Pereira, B.A.S., 3674 (RB 682286, SPF 203677); Ratter, J.A., 6856 (INPA 182547, MG 157176, UB 121551); Tannus, J.L.S., 510 (SPSF 39992); Viollati, L.G., 276 (RB 70010, UB 121548)"
Chrysobalanaceae,Hirtella burchellii Britton,tree,probable occurrence in the AF,158,"Burchell, W.J., 6416 (K 220893); Burchell, W.J., 6431-2 (K 220894); Burchell, W.J., 6571 (K 220892); Ferreira, C.A.C., s.n. (NY 867023); G. Hatschbach, A., V. Pott, s.n. (MA 1-00590087); Hassler, E., 10700 (BM 548799); Hassler, E., s.n. (BM 37832); Hassler, E., s.n. (K 37833); Hassler, E., s.n. (SI 37832); Hassler, E., s.n. (SI 37833); Hassler, E., s.n. (SI 37834); Hassler, E., s.n. (SI 37835); Hassler, E., s.n. (SI 37836); Hassler, E., s.n. (W 37836); Hatschbach, G., s.n. (SI 175614); Moore, S., 141 (B 3334); Moore, S., s.n. (WU 0068060); Moore, S.L.M., 141 (NY 428188); Moore, S.L.M., 141 (NY 428189); Moore, S.L.M., 141 (NY 428190); Pohl J.B.E., [2181] (BR 6968861); Pohl J.B.E., [2181] (BR 6969196); Pohl, J.B.E., 2181 (F 53927); Pohl, J.B.E., 2181 (NY 428268); Ratter, J.A., s.n. (NY 835208); Ratter, J.A., s.n. (NY 835233); Rusby, H.H., 1222 (BM 602463, F 53894F, MO 1734923, NY 428182, NY 428183, US 1394705, US 97221); Rusby, H.H., s.n. (G 261938/2); Rusby, H.H., s.n. (P 741024); Ule, E.H.G., 79-b (B 3350, F 53925F)"
Chrysobalanaceae,Hirtella martiana Hook.f.,tree,probable occurrence in the AF,73,"Burchell, W.J., 7494 (NY 835578); Gardner, G., 4540 (E 326639, NY 335291, NY 428250); Gardner, G., 4540 (F 53919); Gardner, G., 4540 (F 53920); Gardner, G., 4540 (G 177611, G 177612); Gardner, G., 4540 (US 1066880); Gardner, G., 4540 (US 2547669); Gardner, G., s.n. (G 184047/1); Gardner, G., s.n. (G 184047/2); Gardner, G., s.n. (NY 428249); Gardner, G., s.n. (P 741042); Gardner, G., s.n. (P 741043); Gardner, G., s.n. (P 741044); Giulietti, A.M., 1397 (HUEFS 112190); Glaziou, A.F.M., 14676 (NY 835554); Harley, R.M., s.n. (VIES 13135); Hatschbach, G., Hatschbach, M., s.n. (W 1992-0016661); Heringer, E.P., s.n. (MG 75833); Heringer, E.P., s.n. (VIC 8181); Hind, D.J.N., 4262 (CEPEC 75611); Mello-Silva, R., s.n. (MBM 121153); Mello-Silva, R., s.n. (NY 835580); Mello-Silva, R., s.n. (NY 835583); Mello Silva, R., s.n. (W 2000-0007168); Pereira-Silva, G., 5250 (CEN 43541); Prance, G.T., 58246 (UB 21829); Santos, H.G.P., 163 (CEN 20952); Soares-Silva, L.H., 1215 (UB 10653); Soares, 1215 (INPA 233353); White, A., 4540 (BM 602465)"
Chrysobalanaceae,Parinari obtusifolia Hook.f.,shrub,probable occurrence in the AF,166,"Botanica, D., s.n. (HRCB 1490); Freitas, R.I.P., s.n. (HUFU 29885); Gardner, G., 3137 (BM 602407); Gardner, G., 3137 (E 326644); Gardner, G., 3137 (F 54104F, F 54105F, F 54106F); Gardner, G., 3137 (G 177709, G 359718, US 2547667); Gardner, G., 3137 (NY 428652); Gardner, G., 3137 (NY 428654); Gardner, G., s.n. (G 184245/1); Gardner, G., s.n. (G 184245/2); Gardner, G., s.n. (NY 428653); Gardner, G., s.n. (P 746037); Gardner, G., s.n. (P 746038); Gardner, G., s.n. (P 746039); Goodland, R., 927 (NY 836135); Goodland, R., 927 (NY 836136); Heringer, E.P., s.n. (NY 836161); Laranja, R.E.P., s.n. (HEPH 33719); Laranja, R.E.P., s.n. (HEPH 33774); Pickel, B., s.n. (HUFU 43072); Pickel, D.B., s.n. (MBM 146870); Riedel, L., 2319 (NY 836139); Riedel, L., 2319 (NY 836164); Riedel, L., s.n. (NY 378690); Riedel, L., s.n. (NY 836114); Riedel, L., s.n. (NY 836140); Riedel, L., s.n. (NY 836162); Riedel, L., s.n. (NY 836163); Santos, E.R., s.n. (VIC 27238); Silva, N.T., 57170 (NY 836105)"
Clethraceae,Clethra uleana Sleumer,tree,no records found but cited in BF.2020,27,"Allem, A., s.n. (ICN 026917); Falkenberg, D.B., 4531 (FLOR 17571); Falkenberg, D.B., 6607 (FLOR 23794); Falkenberg, D.B., 7395 (FLOR 25323); Gasper, A.L., 1640 (FURB 8771); Hatschbach, G., 1757 (MBM 36935, US 1998161); Hatschbach, G., 18200 (MBM 7288, MO 2457225, RFA 8767, UPCB 7402); Hatschbach, G., 20754 (MBM 14840, NY 413572); Kassner Filho, A., 1058 (FURB 54836); Kinupp, V.F., 2839 (ICN 131278); Klein, R.M., 2126 (PACA 66835); Korte, A., 1467 (FURB 19396); Kummrow, R., 2682 (MBM 107141, US 3097309); Longhi, S.J., 313 (HDCF 1077); Macaneiro, J.P., 12 (FURB 17688, HCF 20332); Piazza, F., s.n. (FURB 21852); Pirani, J.R., 635 (NY 476197, SPF 32662, US 3557495); Poliquesi, C.B., 235 (MBM 171343); Roderjan, C.V., 1182 (EFC 4309); Roderjan, C.V., 1337 (MBM 253823); Santos, M.F., 679 (SPF 223264); Anonymous, s.n. (MPUC 13398); Anonymous, s.n. (MPUC 8812); Silva, J.M., 3664 (CESJ 45614); Sobral, M., 4829 (INPA 141566, MBM 109426); Stange, E.J., 96 (HCF 26746); Verdi, M., 1941 (FLOR 63933, FURB 12238, PACA 115706)"
