"GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsLookup","GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsName","GeneralHabitats.GeneralHabitatsSubfield.majorImportance","GeneralHabitats.GeneralHabitatsSubfield.season","GeneralHabitats.GeneralHabitatsSubfield.suitability","internal_taxon_id"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4454"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4455"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4456"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4456"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4456"
"2.1","Savanna - Dry","","Resident","Suitable","sp4457"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4457"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4458"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp4459"
"2.1","Savanna - Dry","","Resident","Suitable","sp4460"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4460"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4461"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4462"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4463"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4464"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4465"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4466"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4467"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4468"
"2.1","Savanna - Dry","","Resident","Suitable","sp4468"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4469"
"2.1","Savanna - Dry","","Resident","Suitable","sp4469"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4470"
"2.1","Savanna - Dry","","Resident","Suitable","sp4470"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4471"
"2.1","Savanna - Dry","","Resident","Suitable","sp4471"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4472"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4473"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4474"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4475"
"2.1","Savanna - Dry","","Resident","Suitable","sp4475"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4475"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4475"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp4476"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4477"
"2.1","Savanna - Dry","","Resident","Suitable","sp4478"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4478"
"2.1","Savanna - Dry","","Resident","Suitable","sp4479"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4479"
"2.1","Savanna - Dry","","Resident","Suitable","sp4480"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4480"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4481"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4481"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4482"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4482"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4482"
"2.1","Savanna - Dry","","Resident","Suitable","sp4482"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4482"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4482"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4483"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4484"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4484"
"2.1","Savanna - Dry","","Resident","Suitable","sp4484"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4484"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4484"
"2.1","Savanna - Dry","","Resident","Suitable","sp4485"
"2.2","Savanna - Moist","","Resident","Suitable","sp4485"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4485"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4485"
"2.1","Savanna - Dry","","Resident","Suitable","sp4486"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4486"
"2.1","Savanna - Dry","","Resident","Suitable","sp4487"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4487"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4487"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4488"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4489"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4489"
"2.1","Savanna - Dry","","Resident","Suitable","sp4489"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4489"
"2.1","Savanna - Dry","","Resident","Suitable","sp4490"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4490"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4491"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4492"
"2.1","Savanna - Dry","","Resident","Suitable","sp4492"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4493"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4493"
"2.2","Savanna - Moist","","Resident","Suitable","sp4493"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4493"
"2.1","Savanna - Dry","","Resident","Suitable","sp4494"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4494"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4495"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4496"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4497"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4498"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4499"
"2.1","Savanna - Dry","","Resident","Suitable","sp4499"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4500"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp4501"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4502"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4502"
"2.1","Savanna - Dry","","Resident","Suitable","sp4502"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4502"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4502"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4503"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4504"
"2.1","Savanna - Dry","","Resident","Suitable","sp4504"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4504"
"2.2","Savanna - Moist","Yes","Resident","Suitable","sp4505"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4506"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4506"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4507"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4508"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4509"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4509"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4510"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4510"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4511"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp4511"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4511"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4512"
"2.1","Savanna - Dry","","Resident","Suitable","sp4512"
"2.2","Savanna - Moist","","Resident","Suitable","sp4512"
"2.1","Savanna - Dry","","Resident","Suitable","sp4513"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4513"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4514"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp4515"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4516"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4516"
"2.1","Savanna - Dry","","Resident","Suitable","sp4516"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp4517"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4518"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4519"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4520"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4521"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4522"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4523"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4523"
"1.5","Forest – Subtropical/tropical dry","Yes","Resident","Suitable","sp4524"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4525"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4526"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4527"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4528"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4528"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4529"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4529"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4530"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4531"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4532"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4533"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4534"
"2.1","Savanna - Dry","","Resident","Suitable","sp4534"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4535"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4536"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4537"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4538"
"2.1","Savanna - Dry","","Resident","Suitable","sp4538"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp4539"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4540"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4541"
"2.1","Savanna - Dry","","Resident","Suitable","sp4541"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4541"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4542"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4543"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4544"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4544"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4545"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4546"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4547"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4548"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4549"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4549"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4550"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4550"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4551"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4552"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4552"
"2.1","Savanna - Dry","","Resident","Suitable","sp4553"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp4553"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4553"
"2.1","Savanna - Dry","","Resident","Suitable","sp4554"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4554"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4554"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4555"
"2.1","Savanna - Dry","","Resident","Suitable","sp4555"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4555"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4556"
"2.1","Savanna - Dry","","Resident","Suitable","sp4556"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp4556"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4556"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4557"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4558"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4559"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4559"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4560"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4560"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4561"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4562"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4562"
"2.1","Savanna - Dry","","Resident","Suitable","sp4562"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4562"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4562"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4563"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4563"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4564"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4564"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4565"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4565"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4565"
"4.6","Grassland – Subtropical/tropical seasonally wet/flooded","No","Resident","Marginal","sp4565"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp4565"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4565"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4565"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp4566"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4567"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp4568"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp4569"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4570"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4571"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4571"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4571"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4572"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4572"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp4572"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4572"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4572"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4573"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4573"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4574"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4574"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp4574"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp4575"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4576"
"2.1","Savanna - Dry","","Resident","Suitable","sp4576"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4576"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4577"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp4577"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4578"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp4578"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4579"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4579"
"2.1","Savanna - Dry","","Resident","Suitable","sp4579"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4579"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4579"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4580"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp4580"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4581"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4581"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4581"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4582"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4582"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp4582"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4582"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp4583"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4584"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4584"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp4584"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4584"
"4.7","Grassland – Subtropical/tropical high altitude","Yes","Resident","Suitable","sp4585"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4586"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp4586"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4587"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4587"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4588"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp4588"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4589"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4589"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4589"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4590"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4590"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4590"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp4591"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4592"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4593"
"2.1","Savanna - Dry","","Resident","Suitable","sp4593"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4593"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4593"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4593"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4594"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4594"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4595"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4595"
"2.1","Savanna - Dry","","Resident","Suitable","sp4595"
"2.2","Savanna - Moist","","Resident","Suitable","sp4595"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4595"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4595"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4595"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4596"
"4.7","Grassland – Subtropical/tropical high altitude","Yes","Resident","Suitable","sp4597"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4598"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4598"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp4598"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4598"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4599"
"2.1","Savanna - Dry","","Resident","Suitable","sp4599"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4599"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4600"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4600"
"2.1","Savanna - Dry","","Resident","Suitable","sp4600"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4600"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4600"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4601"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4601"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4601"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4601"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4602"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4603"
"2.1","Savanna - Dry","","Resident","Suitable","sp4603"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4604"
"2.1","Savanna - Dry","","Resident","Suitable","sp4604"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4604"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4605"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4606"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4606"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4606"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4606"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4607"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4607"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4607"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4608"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4608"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4609"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4609"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp4609"
"2.1","Savanna - Dry","","Resident","Suitable","sp4609"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4609"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4610"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4610"
"2.1","Savanna - Dry","","Resident","Suitable","sp4610"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4610"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4610"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4611"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp4612"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4613"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4614"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp4614"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4614"
"4.6","Grassland – Subtropical/tropical seasonally wet/flooded","No","Resident","Marginal","sp4614"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4615"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4615"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp4616"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp4617"
"2.1","Savanna - Dry","","Resident","Suitable","sp4617"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp4617"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4617"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4618"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4619"
"2.1","Savanna - Dry","","Resident","Suitable","sp4619"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp4619"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp4619"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4620"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4621"
"2.1","Savanna - Dry","","Resident","Suitable","sp4621"
"2.2","Savanna - Moist","","Resident","Suitable","sp4621"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4622"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4623"
"2.1","Savanna - Dry","","Resident","Suitable","sp4623"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4624"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4625"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4626"
"2.1","Savanna - Dry","","Resident","Suitable","sp4626"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp4627"
"2.1","Savanna - Dry","","Resident","Suitable","sp4627"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4628"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp4629"
