"GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsLookup","GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsName","GeneralHabitats.GeneralHabitatsSubfield.majorImportance","GeneralHabitats.GeneralHabitatsSubfield.season","GeneralHabitats.GeneralHabitatsSubfield.suitability","internal_taxon_id"
3.5,NA,NA,"resident","Suitable","sp3931"
NA,NA,NA,"resident","Suitable","sp3931"
1.6,NA,NA,"resident","Suitable","sp3932"
NA,NA,NA,"resident","Suitable","sp3932"
1.6,NA,NA,"resident","Suitable","sp3933"
NA,NA,NA,"resident","Suitable","sp3933"
1.5,NA,NA,"resident","Suitable","sp3934"
1.6,NA,NA,"resident","Suitable","sp3934"
2.1,NA,NA,"resident","Suitable","sp3934"
2.1,NA,NA,"resident","Suitable","sp3935"
1.6,NA,NA,"resident","Suitable","sp3936"
2.1,NA,NA,"resident","Suitable","sp3936"
3.5,NA,NA,"resident","Suitable","sp3936"
NA,NA,NA,"resident","Suitable","sp3936"
NA,NA,NA,"resident","Suitable","sp3936"
1.6,NA,NA,"resident","Suitable","sp3937"
1.6,NA,NA,"resident","Suitable","sp3938"
1.6,NA,NA,"resident","Suitable","sp3939"
1.6,NA,NA,"resident","Suitable","sp3940"
NA,NA,NA,"resident","Suitable","sp3940"
1.6,NA,NA,"resident","Suitable","sp3941"
1.6,NA,NA,"resident","Suitable","sp3942"
NA,NA,NA,"resident","Suitable","sp3942"
NA,NA,NA,"resident","Suitable","sp3942"
1.6,NA,NA,"resident","Suitable","sp3943"
NA,NA,NA,"resident","Suitable","sp3943"
1.6,NA,NA,"resident","Suitable","sp3944"
3.5,NA,NA,"resident","Suitable","sp3945"
2.1,NA,NA,"resident","Suitable","sp3946"
1.6,NA,NA,"resident","Suitable","sp3947"
NA,NA,NA,"resident","Suitable","sp3947"
1.6,NA,NA,"resident","Suitable","sp3948"
2.1,NA,NA,"resident","Suitable","sp3948"
4.7,NA,NA,"resident","Suitable","sp3948"
NA,NA,NA,"resident","Suitable","sp3948"
1.6,NA,NA,"resident","Suitable","sp3949"
2.1,NA,NA,"resident","Suitable","sp3950"
2.1,NA,NA,"resident","Suitable","sp3951"
4.7,NA,NA,"resident","Suitable","sp3951"
2.1,NA,NA,"resident","Suitable","sp3952"
4.7,NA,NA,"resident","Suitable","sp3952"
NA,NA,NA,"resident","Suitable","sp3952"
2.1,NA,NA,"resident","Suitable","sp3953"
3.5,NA,NA,"resident","Suitable","sp3953"
NA,NA,NA,"resident","Suitable","sp3953"
NA,NA,NA,"resident","Suitable","sp3953"
1.6,NA,NA,"resident","Suitable","sp3954"
1.6,NA,NA,"resident","Suitable","sp3955"
NA,NA,NA,"resident","Suitable","sp3955"
2.1,NA,NA,"resident","Suitable","sp3956"
4.7,NA,NA,"resident","Suitable","sp3956"
2.1,NA,NA,"resident","Suitable","sp3957"
4.7,NA,NA,"resident","Suitable","sp3957"
1.6,NA,NA,"resident","Suitable","sp3958"
2.1,NA,NA,"resident","Suitable","sp3958"
3.5,NA,NA,"resident","Suitable","sp3958"
4.7,NA,NA,"resident","Suitable","sp3958"
NA,NA,NA,"resident","Suitable","sp3958"
NA,NA,NA,"resident","Suitable","sp3958"
1.6,NA,NA,"resident","Suitable","sp3959"
2.1,NA,NA,"resident","Suitable","sp3959"
NA,NA,NA,"resident","Suitable","sp3959"
1.6,NA,NA,"resident","Suitable","sp3960"
2.1,NA,NA,"resident","Suitable","sp3960"
2.1,NA,NA,"resident","Suitable","sp3961"
1.6,NA,NA,"resident","Suitable","sp3962"
2.1,NA,NA,"resident","Suitable","sp3962"
NA,NA,NA,"resident","Suitable","sp3962"
NA,NA,NA,"resident","Suitable","sp3962"
1.6,NA,NA,"resident","Suitable","sp3963"
2.1,NA,NA,"resident","Suitable","sp3963"
NA,NA,NA,"resident","Suitable","sp3963"
1.6,NA,NA,"resident","Suitable","sp3964"
NA,NA,NA,"resident","Suitable","sp3964"
1.6,NA,NA,"resident","Suitable","sp3965"
2.1,NA,NA,"resident","Suitable","sp3965"
1.6,NA,NA,"resident","Suitable","sp3966"
2.1,NA,NA,"resident","Suitable","sp3967"
1.6,NA,NA,"resident","Suitable","sp3968"
1.6,NA,NA,"resident","Suitable","sp3969"
1.6,NA,NA,"resident","Suitable","sp3970"
2.1,NA,NA,"resident","Suitable","sp3970"
4.7,NA,NA,"resident","Suitable","sp3970"
1.6,NA,NA,"resident","Suitable","sp3971"
2.1,NA,NA,"resident","Suitable","sp3971"
4.7,NA,NA,"resident","Suitable","sp3971"
NA,NA,NA,"resident","Suitable","sp3971"
1.6,NA,NA,"resident","Suitable","sp3972"
2.1,NA,NA,"resident","Suitable","sp3972"
NA,NA,NA,"resident","Suitable","sp3972"
2.1,NA,NA,"resident","Suitable","sp3973"
2.1,NA,NA,"resident","Suitable","sp3974"
NA,NA,NA,"resident","Suitable","sp3974"
1.6,NA,NA,"resident","Suitable","sp3975"
3.5,NA,NA,"resident","Suitable","sp3976"
NA,NA,NA,"resident","Suitable","sp3976"
NA,NA,NA,"resident","Suitable","sp3976"
1.6,NA,NA,"resident","Suitable","sp3977"
1.6,NA,NA,"resident","Suitable","sp3978"
NA,NA,NA,"resident","Suitable","sp3978"
NA,NA,NA,"resident","Suitable","sp3978"
1.6,NA,NA,"resident","Suitable","sp3979"
NA,NA,NA,"resident","Suitable","sp3979"
NA,NA,NA,"resident","Suitable","sp3979"
NA,NA,NA,"resident","Suitable","sp3979"
1.6,NA,NA,"resident","Suitable","sp3980"
3.5,NA,NA,"resident","Suitable","sp3980"
NA,NA,NA,"resident","Suitable","sp3980"
NA,NA,NA,"resident","Suitable","sp3980"
1.6,NA,NA,"resident","Suitable","sp3981"
NA,NA,NA,"resident","Suitable","sp3981"
3.5,NA,NA,"resident","Suitable","sp3982"
NA,NA,NA,"resident","Suitable","sp3982"
1.6,NA,NA,"resident","Suitable","sp3983"
NA,NA,NA,"resident","Suitable","sp3983"
1.6,NA,NA,"resident","Suitable","sp3984"
3.5,NA,NA,"resident","Suitable","sp3984"
NA,NA,NA,"resident","Suitable","sp3984"
NA,NA,NA,"resident","Suitable","sp3984"
NA,NA,NA,"resident","Suitable","sp3984"
NA,NA,NA,"resident","Suitable","sp3984"
NA,NA,NA,"resident","Suitable","sp3984"
1.6,NA,NA,"resident","Suitable","sp3985"
1.6,NA,NA,"resident","Suitable","sp3986"
NA,NA,NA,"resident","Suitable","sp3986"
3.5,NA,NA,"resident","Suitable","sp3987"
NA,NA,NA,"resident","Suitable","sp3987"
1.6,NA,NA,"resident","Suitable","sp3988"
NA,NA,NA,"resident","Suitable","sp3988"
1.6,NA,NA,"resident","Suitable","sp3989"
1.6,NA,NA,"resident","Suitable","sp3990"
1.6,NA,NA,"resident","Suitable","sp3991"
NA,NA,NA,"resident","Suitable","sp3991"
NA,NA,NA,"resident","Suitable","sp3991"
NA,NA,NA,"resident","Suitable","sp3992"
NA,NA,NA,"resident","Suitable","sp3992"
1.6,NA,NA,"resident","Suitable","sp3993"
NA,NA,NA,"resident","Suitable","sp3993"
1.6,NA,NA,"resident","Suitable","sp3994"
3.5,NA,NA,"resident","Suitable","sp3994"
4.7,NA,NA,"resident","Suitable","sp3994"
NA,NA,NA,"resident","Suitable","sp3994"
NA,NA,NA,"resident","Suitable","sp3994"
1.6,NA,NA,"resident","Suitable","sp3995"
1.6,NA,NA,"resident","Suitable","sp3996"
3.5,NA,NA,"resident","Suitable","sp3997"
NA,NA,NA,"resident","Suitable","sp3997"
1.6,NA,NA,"resident","Suitable","sp3998"
NA,NA,NA,"resident","Suitable","sp3998"
1.6,NA,NA,"resident","Suitable","sp3999"
NA,NA,NA,"resident","Suitable","sp3999"
NA,NA,NA,"resident","Suitable","sp3999"
1.6,NA,NA,"resident","Suitable","sp4000"
3.5,NA,NA,"resident","Suitable","sp4000"
3.5,NA,NA,"resident","Suitable","sp4001"
NA,NA,NA,"resident","Suitable","sp4001"
1.5,NA,NA,"resident","Suitable","sp4002"
1.6,NA,NA,"resident","Suitable","sp4002"
NA,NA,NA,"resident","Suitable","sp4002"
NA,NA,NA,"resident","Suitable","sp4002"
1.6,NA,NA,"resident","Suitable","sp4003"
1.6,NA,NA,"resident","Suitable","sp4004"
NA,NA,NA,"resident","Suitable","sp4004"
1.6,NA,NA,"resident","Suitable","sp4005"
4.7,NA,NA,"resident","Suitable","sp4005"
NA,NA,NA,"resident","Suitable","sp4005"
1.6,NA,NA,"resident","Suitable","sp4006"
NA,NA,NA,"resident","Suitable","sp4006"
1.6,NA,NA,"resident","Suitable","sp4007"
NA,NA,NA,"resident","Suitable","sp4007"
1.6,NA,NA,"resident","Suitable","sp4008"
NA,NA,NA,"resident","Suitable","sp4008"
1.6,NA,NA,"resident","Suitable","sp4009"
1.6,NA,NA,"resident","Suitable","sp4010"
NA,NA,NA,"resident","Suitable","sp4010"
NA,NA,NA,"resident","Suitable","sp4010"
1.5,NA,NA,"resident","Suitable","sp4011"
1.6,NA,NA,"resident","Suitable","sp4011"
NA,NA,NA,"resident","Suitable","sp4011"
1.6,NA,NA,"resident","Suitable","sp4012"
NA,NA,NA,"resident","Suitable","sp4012"
NA,NA,NA,"resident","Suitable","sp4012"
NA,NA,NA,"resident","Suitable","sp4012"
1.6,NA,NA,"resident","Suitable","sp4013"
NA,NA,NA,"resident","Suitable","sp4013"
1.6,NA,NA,"resident","Suitable","sp4014"
1.6,NA,NA,"resident","Suitable","sp4015"
1.6,NA,NA,"resident","Suitable","sp4016"
NA,NA,NA,"resident","Suitable","sp4016"
NA,NA,NA,"resident","Suitable","sp4016"
1.6,NA,NA,"resident","Suitable","sp4017"
NA,NA,NA,"resident","Suitable","sp4017"
1.5,NA,NA,"resident","Suitable","sp4018"
1.6,NA,NA,"resident","Suitable","sp4018"
2.1,NA,NA,"resident","Suitable","sp4018"
1.5,NA,NA,"resident","Suitable","sp4019"
1.6,NA,NA,"resident","Suitable","sp4019"
2.1,NA,NA,"resident","Suitable","sp4019"
1.5,NA,NA,"resident","Suitable","sp4020"
1.6,NA,NA,"resident","Suitable","sp4020"
2.1,NA,NA,"resident","Suitable","sp4020"
1.5,NA,NA,"resident","Suitable","sp4021"
1.6,NA,NA,"resident","Suitable","sp4021"
2.1,NA,NA,"resident","Suitable","sp4021"
3.5,NA,NA,"resident","Suitable","sp4021"
1.6,NA,NA,"resident","Suitable","sp4022"
2.1,NA,NA,"resident","Suitable","sp4022"
1.6,NA,NA,"resident","Suitable","sp4023"
2.1,NA,NA,"resident","Suitable","sp4023"
1.5,NA,NA,"resident","Suitable","sp4024"
1.6,NA,NA,"resident","Suitable","sp4024"
NA,NA,NA,"resident","Suitable","sp4024"
NA,NA,NA,"resident","Suitable","sp4024"
1.6,NA,NA,"resident","Suitable","sp4025"
1.5,NA,NA,"resident","Suitable","sp4026"
1.6,NA,NA,"resident","Suitable","sp4026"
2.1,NA,NA,"resident","Suitable","sp4026"
2.1,NA,NA,"resident","Suitable","sp4027"
2.1,NA,NA,"resident","Suitable","sp4028"
3.5,NA,NA,"resident","Suitable","sp4028"
4.7,NA,NA,"resident","Suitable","sp4028"
NA,NA,NA,"resident","Suitable","sp4028"
2.1,NA,NA,"resident","Suitable","sp4029"
2.1,NA,NA,"resident","Suitable","sp4030"
1.6,NA,NA,"resident","Suitable","sp4031"
1.6,NA,NA,"resident","Suitable","sp4032"
2.1,NA,NA,"resident","Suitable","sp4033"
2.1,NA,NA,"resident","Suitable","sp4034"
1.6,NA,NA,"resident","Suitable","sp4035"
1.6,NA,NA,"resident","Suitable","sp4036"
2.1,NA,NA,"resident","Suitable","sp4037"
2.1,NA,NA,"resident","Suitable","sp4038"
NA,NA,NA,"resident","Suitable","sp4038"
1.6,NA,NA,"resident","Suitable","sp4039"
2.1,NA,NA,"resident","Suitable","sp4039"
2.1,NA,NA,"resident","Suitable","sp4040"
NA,NA,NA,"resident","Suitable","sp4040"
1.6,NA,NA,"resident","Suitable","sp4041"
3.5,NA,NA,"resident","Suitable","sp4041"
NA,NA,NA,"resident","Suitable","sp4041"
1.6,NA,NA,"resident","Suitable","sp4042"
3.5,NA,NA,"resident","Suitable","sp4042"
NA,NA,NA,"resident","Suitable","sp4042"
2.1,NA,NA,"resident","Suitable","sp4043"
NA,NA,NA,"resident","Suitable","sp4043"
1.6,NA,NA,"resident","Suitable","sp4044"
1.6,NA,NA,"resident","Suitable","sp4045"
1.5,NA,NA,"resident","Suitable","sp4046"
1.6,NA,NA,"resident","Suitable","sp4047"
1.6,NA,NA,"resident","Suitable","sp4048"
NA,NA,NA,"resident","Suitable","sp4048"
1.6,NA,NA,"resident","Suitable","sp4049"
2.1,NA,NA,"resident","Suitable","sp4049"
1.6,NA,NA,"resident","Suitable","sp4050"
2.1,NA,NA,"resident","Suitable","sp4050"
1.6,NA,NA,"resident","Suitable","sp4051"
NA,NA,NA,"resident","Suitable","sp4051"
1.6,NA,NA,"resident","Suitable","sp4052"
NA,NA,NA,"resident","Suitable","sp4052"
1.6,NA,NA,"resident","Suitable","sp4053"
3.5,NA,NA,"resident","Suitable","sp4054"
NA,NA,NA,"resident","Suitable","sp4054"
1.6,NA,NA,"resident","Suitable","sp4055"
NA,NA,NA,"resident","Suitable","sp4055"
1.6,NA,NA,"resident","Suitable","sp4056"
NA,NA,NA,"resident","Suitable","sp4056"
1.6,NA,NA,"resident","Suitable","sp4057"
1.5,NA,NA,"resident","Suitable","sp4058"
1.6,NA,NA,"resident","Suitable","sp4058"
NA,NA,NA,"resident","Suitable","sp4058"
NA,NA,NA,"resident","Suitable","sp4058"
1.6,NA,NA,"resident","Suitable","sp4059"
1.6,NA,NA,"resident","Suitable","sp4060"
1.6,NA,NA,"resident","Suitable","sp4061"
1.6,NA,NA,"resident","Suitable","sp4062"
2.1,NA,NA,"resident","Suitable","sp4063"
NA,NA,NA,"resident","Suitable","sp4063"
3.5,NA,NA,"resident","Suitable","sp4064"
NA,NA,NA,"resident","Suitable","sp4064"
NA,NA,NA,"resident","Suitable","sp4065"
NA,NA,NA,"resident","Suitable","sp4065"
2.1,NA,NA,"resident","Suitable","sp4066"
3.5,NA,NA,"resident","Suitable","sp4066"
1.6,NA,NA,"resident","Suitable","sp4067"
1.6,NA,NA,"resident","Suitable","sp4068"
2.1,NA,NA,"resident","Suitable","sp4069"
3.5,NA,NA,"resident","Suitable","sp4070"
NA,NA,NA,"resident","Suitable","sp4070"
1.6,NA,NA,"resident","Suitable","sp4071"
2.1,NA,NA,"resident","Suitable","sp4072"
3.5,NA,NA,"resident","Suitable","sp4072"
NA,NA,NA,"resident","Suitable","sp4072"
3.5,NA,NA,"resident","Suitable","sp4073"
4.7,NA,NA,"resident","Suitable","sp4073"
NA,NA,NA,"resident","Suitable","sp4073"
NA,NA,NA,"resident","Suitable","sp4073"
1.6,NA,NA,"resident","Suitable","sp4074"
2.1,NA,NA,"resident","Suitable","sp4074"
1.5,NA,NA,"resident","Suitable","sp4075"
2.1,NA,NA,"resident","Suitable","sp4075"
1.7,NA,NA,"resident","Suitable","sp4076"
3.5,NA,NA,"resident","Suitable","sp4076"
NA,NA,NA,"resident","Suitable","sp4076"
NA,NA,NA,"resident","Suitable","sp4076"
1.7,NA,NA,"resident","Suitable","sp4077"
3.5,NA,NA,"resident","Suitable","sp4077"
NA,NA,NA,"resident","Suitable","sp4077"
1.6,NA,NA,"resident","Suitable","sp4078"
3.5,NA,NA,"resident","Suitable","sp4079"
1.6,NA,NA,"resident","Suitable","sp4080"
3.5,NA,NA,"resident","Suitable","sp4080"
NA,NA,NA,"resident","Suitable","sp4080"
1.6,NA,NA,"resident","Suitable","sp4081"
1.6,NA,NA,"resident","Suitable","sp4082"
2.1,NA,NA,"resident","Suitable","sp4082"
3.5,NA,NA,"resident","Suitable","sp4082"
NA,NA,NA,"resident","Suitable","sp4082"
NA,NA,NA,"resident","Suitable","sp4082"
1.6,NA,NA,"resident","Suitable","sp4083"
2.1,NA,NA,"resident","Suitable","sp4083"
3.5,NA,NA,"resident","Suitable","sp4083"
4.7,NA,NA,"resident","Suitable","sp4083"
NA,NA,NA,"resident","Suitable","sp4083"
1.6,NA,NA,"resident","Suitable","sp4084"
2.1,NA,NA,"resident","Suitable","sp4084"
NA,NA,NA,"resident","Suitable","sp4084"
NA,NA,NA,"resident","Suitable","sp4084"
NA,NA,NA,"resident","Suitable","sp4084"
NA,NA,NA,"resident","Suitable","sp4084"
2.1,NA,NA,"resident","Suitable","sp4085"
2.1,NA,NA,"resident","Suitable","sp4086"
4.7,NA,NA,"resident","Suitable","sp4086"
1.6,NA,NA,"resident","Suitable","sp4087"
1.6,NA,NA,"resident","Suitable","sp4088"
1.5,NA,NA,"resident","Suitable","sp4089"
1.6,NA,NA,"resident","Suitable","sp4089"
NA,NA,NA,"resident","Suitable","sp4089"
3.5,NA,NA,"resident","Suitable","sp4090"
NA,NA,NA,"resident","Suitable","sp4090"
NA,NA,NA,"resident","Suitable","sp4090"
1.6,NA,NA,"resident","Suitable","sp4091"
1.6,NA,NA,"resident","Suitable","sp4092"
1.6,NA,NA,"resident","Suitable","sp4093"
1.6,NA,NA,"resident","Suitable","sp4094"
NA,NA,NA,"resident","Suitable","sp4094"
1.5,NA,NA,"resident","Suitable","sp4095"
1.6,NA,NA,"resident","Suitable","sp4095"
NA,NA,NA,"resident","Suitable","sp4095"
NA,NA,NA,"resident","Suitable","sp4095"
1.6,NA,NA,"resident","Suitable","sp4096"
3.5,NA,NA,"resident","Suitable","sp4096"
1.6,NA,NA,"resident","Suitable","sp4097"
NA,NA,NA,"resident","Suitable","sp4098"
NA,NA,NA,"resident","Suitable","sp4098"
1.6,NA,NA,"resident","Suitable","sp4099"
1.6,NA,NA,"resident","Suitable","sp4100"
1.6,NA,NA,"resident","Suitable","sp4101"
NA,NA,NA,"resident","Suitable","sp4101"
1.5,NA,NA,"resident","Suitable","sp4102"
1.6,NA,NA,"resident","Suitable","sp4102"
2.1,NA,NA,"resident","Suitable","sp4102"
3.5,NA,NA,"resident","Suitable","sp4102"
4.7,NA,NA,"resident","Suitable","sp4102"
NA,NA,NA,"resident","Suitable","sp4102"
NA,NA,NA,"resident","Suitable","sp4102"
NA,NA,NA,"resident","Suitable","sp4102"
NA,NA,NA,"resident","Suitable","sp4102"
NA,NA,NA,"resident","Suitable","sp4102"
3.5,NA,NA,"resident","Suitable","sp4103"
1.6,NA,NA,"resident","Suitable","sp4104"
3.5,NA,NA,"resident","Suitable","sp4104"
NA,NA,NA,"resident","Suitable","sp4104"
1.6,NA,NA,"resident","Suitable","sp4105"
1.6,NA,NA,"resident","Suitable","sp4106"
1.6,NA,NA,"resident","Suitable","sp4107"
3.5,NA,NA,"resident","Suitable","sp4108"
NA,NA,NA,"resident","Suitable","sp4108"
NA,NA,NA,"resident","Suitable","sp4108"
1.6,NA,NA,"resident","Suitable","sp4109"
1.6,NA,NA,"resident","Suitable","sp4110"
1.6,NA,NA,"resident","Suitable","sp4111"
1.6,NA,NA,"resident","Suitable","sp4112"
2.1,NA,NA,"resident","Suitable","sp4112"
1.6,NA,NA,"resident","Suitable","sp4113"
3.5,NA,NA,"resident","Suitable","sp4114"
NA,NA,NA,"resident","Suitable","sp4114"
1.6,NA,NA,"resident","Suitable","sp4115"
3.5,NA,NA,"resident","Suitable","sp4115"
NA,NA,NA,"resident","Suitable","sp4115"
1.5,NA,NA,"resident","Suitable","sp4116"
1.6,NA,NA,"resident","Suitable","sp4116"
3.5,NA,NA,"resident","Suitable","sp4117"
1.6,NA,NA,"resident","Suitable","sp4118"
1.6,NA,NA,"resident","Suitable","sp4119"
2.1,NA,NA,"resident","Suitable","sp4119"
3.5,NA,NA,"resident","Suitable","sp4119"
1.6,NA,NA,"resident","Suitable","sp4120"
NA,NA,NA,"resident","Suitable","sp4120"
NA,NA,NA,"resident","Suitable","sp4120"
1.6,NA,NA,"resident","Suitable","sp4121"
NA,NA,NA,"resident","Suitable","sp4121"
1.6,NA,NA,"resident","Suitable","sp4122"
1.6,NA,NA,"resident","Suitable","sp4123"
1.6,NA,NA,"resident","Suitable","sp4124"
1.6,NA,NA,"resident","Suitable","sp4125"
2.1,NA,NA,"resident","Suitable","sp4125"
1.6,NA,NA,"resident","Suitable","sp4126"
3.5,NA,NA,"resident","Suitable","sp4126"
NA,NA,NA,"resident","Suitable","sp4126"
NA,NA,NA,"resident","Suitable","sp4126"
1.6,NA,NA,"resident","Suitable","sp4127"
3.5,NA,NA,"resident","Suitable","sp4128"
NA,NA,NA,"resident","Suitable","sp4128"
1.6,NA,NA,"resident","Suitable","sp4129"
1.6,NA,NA,"resident","Suitable","sp4130"
1.6,NA,NA,"resident","Suitable","sp4131"
NA,NA,NA,"resident","Suitable","sp4131"
3.5,NA,NA,"resident","Suitable","sp4132"
NA,NA,NA,"resident","Suitable","sp4132"
1.6,NA,NA,"resident","Suitable","sp4133"
2.1,NA,NA,"resident","Suitable","sp4133"
NA,NA,NA,"resident","Suitable","sp4133"
3.5,NA,NA,"resident","Suitable","sp4134"
NA,NA,NA,"resident","Suitable","sp4134"
3.5,NA,NA,"resident","Suitable","sp4135"
NA,NA,NA,"resident","Suitable","sp4135"
1.6,NA,NA,"resident","Suitable","sp4136"
NA,NA,NA,"resident","Suitable","sp4136"
NA,NA,NA,"resident","Suitable","sp4137"
NA,NA,NA,"resident","Suitable","sp4137"
1.6,NA,NA,"resident","Suitable","sp4138"
3.5,NA,NA,"resident","Suitable","sp4138"
NA,NA,NA,"resident","Suitable","sp4138"
3.5,NA,NA,"resident","Suitable","sp4139"
NA,NA,NA,"resident","Suitable","sp4139"
1.6,NA,NA,"resident","Suitable","sp4140"
2.1,NA,NA,"resident","Suitable","sp4140"
NA,NA,NA,"resident","Suitable","sp4140"
1.5,NA,NA,"resident","Suitable","sp4141"
1.6,NA,NA,"resident","Suitable","sp4141"
2.1,NA,NA,"resident","Suitable","sp4141"
NA,NA,NA,"resident","Suitable","sp4141"
1.6,NA,NA,"resident","Suitable","sp4142"
NA,NA,NA,"resident","Suitable","sp4142"
3.5,NA,NA,"resident","Suitable","sp4143"
1.6,NA,NA,"resident","Suitable","sp4144"
1.6,NA,NA,"resident","Suitable","sp4145"
3.5,NA,NA,"resident","Suitable","sp4145"
NA,NA,NA,"resident","Suitable","sp4145"
1.6,NA,NA,"resident","Suitable","sp4146"
2.1,NA,NA,"resident","Suitable","sp4146"
NA,NA,NA,"resident","Suitable","sp4146"
NA,NA,NA,"resident","Suitable","sp4146"
NA,NA,NA,"resident","Suitable","sp4146"
1.6,NA,NA,"resident","Suitable","sp4147"
NA,NA,NA,"resident","Suitable","sp4147"
1.6,NA,NA,"resident","Suitable","sp4148"
3.5,NA,NA,"resident","Suitable","sp4149"
NA,NA,NA,"resident","Suitable","sp4149"
1.6,NA,NA,"resident","Suitable","sp4150"
2.1,NA,NA,"resident","Suitable","sp4150"
3.5,NA,NA,"resident","Suitable","sp4150"
NA,NA,NA,"resident","Suitable","sp4150"
1.6,NA,NA,"resident","Suitable","sp4151"
1.6,NA,NA,"resident","Suitable","sp4152"
1.6,NA,NA,"resident","Suitable","sp4153"
NA,NA,NA,"resident","Suitable","sp4153"
NA,NA,NA,"resident","Suitable","sp4153"
NA,NA,NA,"resident","Suitable","sp4153"
1.6,NA,NA,"resident","Suitable","sp4154"
1.6,NA,NA,"resident","Suitable","sp4155"
1.6,NA,NA,"resident","Suitable","sp4156"
1.6,NA,NA,"resident","Suitable","sp4157"
NA,NA,NA,"resident","Suitable","sp4157"
1.7,NA,NA,"resident","Suitable","sp4158"
3.5,NA,NA,"resident","Suitable","sp4158"
NA,NA,NA,"resident","Suitable","sp4158"
1.6,NA,NA,"resident","Suitable","sp4159"
2.1,NA,NA,"resident","Suitable","sp4159"
3.5,NA,NA,"resident","Suitable","sp4159"
NA,NA,NA,"resident","Suitable","sp4159"
NA,NA,NA,"resident","Suitable","sp4159"
NA,NA,NA,"resident","Suitable","sp4159"
1.6,NA,NA,"resident","Suitable","sp4160"
1.6,NA,NA,"resident","Suitable","sp4161"
1.6,NA,NA,"resident","Suitable","sp4162"
NA,NA,NA,"resident","Suitable","sp4162"
NA,NA,NA,"resident","Suitable","sp4162"
2.1,NA,NA,"resident","Suitable","sp4163"
NA,NA,NA,"resident","Suitable","sp4163"
1.6,NA,NA,"resident","Suitable","sp4164"
3.5,NA,NA,"resident","Suitable","sp4165"
1.5,NA,NA,"resident","Suitable","sp4166"
1.6,NA,NA,"resident","Suitable","sp4166"
2.1,NA,NA,"resident","Suitable","sp4166"
1.5,NA,NA,"resident","Suitable","sp4167"
1.6,NA,NA,"resident","Suitable","sp4167"
2.1,NA,NA,"resident","Suitable","sp4167"
NA,NA,NA,"resident","Suitable","sp4167"
1.5,NA,NA,"resident","Suitable","sp4168"
1.6,NA,NA,"resident","Suitable","sp4168"
3.5,NA,NA,"resident","Suitable","sp4168"
NA,NA,NA,"resident","Suitable","sp4168"
NA,NA,NA,"resident","Suitable","sp4168"
1.6,NA,NA,"resident","Suitable","sp4169"
NA,NA,NA,"resident","Suitable","sp4169"
NA,NA,NA,"resident","Suitable","sp4169"
2.1,NA,NA,"resident","Suitable","sp4170"
3.5,NA,NA,"resident","Suitable","sp4170"
1.6,NA,NA,"resident","Suitable","sp4171"
2.1,NA,NA,"resident","Suitable","sp4171"
NA,NA,NA,"resident","Suitable","sp4171"
1.6,NA,NA,"resident","Suitable","sp4172"
2.1,NA,NA,"resident","Suitable","sp4172"
NA,NA,NA,"resident","Suitable","sp4172"
1.6,NA,NA,"resident","Suitable","sp4173"
2.1,NA,NA,"resident","Suitable","sp4173"
NA,NA,NA,"resident","Suitable","sp4173"
1.6,NA,NA,"resident","Suitable","sp4174"
NA,NA,NA,"resident","Suitable","sp4174"
1.6,NA,NA,"resident","Suitable","sp4175"
1.6,NA,NA,"resident","Suitable","sp4176"
NA,NA,NA,"resident","Suitable","sp4176"
NA,NA,NA,"resident","Suitable","sp4176"
1.6,NA,NA,"resident","Suitable","sp4177"
1.6,NA,NA,"resident","Suitable","sp4178"
3.5,NA,NA,"resident","Suitable","sp4179"
NA,NA,NA,"resident","Suitable","sp4179"
1.6,NA,NA,"resident","Suitable","sp4180"
3.5,NA,NA,"resident","Suitable","sp4180"
NA,NA,NA,"resident","Suitable","sp4180"
NA,NA,NA,"resident","Suitable","sp4180"
1.6,NA,NA,"resident","Suitable","sp4181"
1.5,NA,NA,"resident","Suitable","sp4182"
2.1,NA,NA,"resident","Suitable","sp4182"
1.5,NA,NA,"resident","Suitable","sp4183"
1.6,NA,NA,"resident","Suitable","sp4183"
NA,NA,NA,"resident","Suitable","sp4183"
NA,NA,NA,"resident","Suitable","sp4183"
2.1,NA,NA,"resident","Suitable","sp4184"
1.6,NA,NA,"resident","Suitable","sp4185"
NA,NA,NA,"resident","Suitable","sp4185"
1.6,NA,NA,"resident","Suitable","sp4186"
NA,NA,NA,"resident","Suitable","sp4186"
1.6,NA,NA,"resident","Suitable","sp4187"
2.1,NA,NA,"resident","Suitable","sp4187"
NA,NA,NA,"resident","Suitable","sp4187"
2.1,NA,NA,"resident","Suitable","sp4188"
NA,NA,NA,"resident","Suitable","sp4188"
NA,NA,NA,"resident","Suitable","sp4188"
1.6,NA,NA,"resident","Suitable","sp4189"
NA,NA,NA,"resident","Suitable","sp4189"
NA,NA,NA,"resident","Suitable","sp4189"
NA,NA,NA,"resident","Suitable","sp4189"
1.6,NA,NA,"resident","Suitable","sp4190"
NA,NA,NA,"resident","Suitable","sp4191"
NA,NA,NA,"resident","Suitable","sp4191"
1.6,NA,NA,"resident","Suitable","sp4192"
NA,NA,NA,"resident","Suitable","sp4192"
NA,NA,NA,"resident","Suitable","sp4192"
1.6,NA,NA,"resident","Suitable","sp4193"
