"Redlist_id","TaxonomicNotes.value","classname","family","genus","infraType","infra_authority","infra_name","internal_taxon_id","kingdom","ordername","phylum","species","taxonomicAuthority"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Linnaea,32: 120,1863. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Arbusto até 3 m. Estípulas persistentes; pecíolo 0.5<U+2012>2 × 0.1<U+2012>0.25 mm, ligeiramente canaliculado, às vezes alado; glândulas acropeciolares 1.6<U+2012>1.8 × 1<U+2012>1.2 mm, cônicas, grossas, patentes a subpatentes. Lâmina foliar 9<U+2012>20 × 4<U+2012>6 cm, oboval, elíptica a estreito elíptica, raramente oblonga; base cuneada, às vezes obtusa, ápice agudo a obtuso, verde-claro, verde cinério ou verde-acastanhado, coriácea; margem geralmente serreada, às vezes subinteira; nervuras secundárias eucamptódromas, geralmente anastomosadas; nervuras intersecundárias e terciárias tão conspícuas quanto as secundárias. Inflorescências terminais, solitárias. Címulas estaminadas 9<U+2012>14-flora. Címulas pistiladas 9<U+2012>28; cálice 3-lobado, lobos recobrindo totalmente o ovário; ovário 3-locular, esférico; estigmas 3. Cápsula 3-coca, ca. 8 × 9 mm, globosa; columela ca. 7 mm compr, parede ca. 0.7 mm de espessura. Semente ovoide a subesférica, dorsoventralmente achatada, ápice obtuso, base arredondada.","Magnoliopsida","Euphorbiaceae","Sapium",NA,NA,NA,"sp4173","Plantae","Malpighiales","Tracheophyta","obovatum","Klotzsch ex Müll.Arg."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Hemsley, W.B. 1900. Hooker's Icon. Pl.,27: t. 2648. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Árvore 8<U+2012>18 m alt. Estípulas persistentes; pecíolo 13<U+2012>23 × 1 mm, canaliculado, alado na região apical; glândulas acropeciolares 1<U+2012>1.6 × 0.3<U+2012>0.6 mm, cilíndricas, às vezes obcônicas, geralmente patentes, às vezes retorcidas após a desidratação, raramente incorporadas à base da lâmina foliar. Lâmina foliar (9)13<U+2012>14 × 3.5<U+2012>5 cm, elíptica a largo elíptica, raramente lanceolada, oblanceolada ou oblonga, base cuneada, ápice caudado; faca adaxial verde-escura, às vezes lustrosa, face adaxial verde-clara, opaca; margem serrulada; nervuras secundárias broquidódromas; nervuras intersecundárias e terciárias inconspícuas. Inflorescência terminal, solitária. Címulas estaminadas 4<U+2012>6-flora. Címulas pistiladas 10<U+2012>12; cálice 3-lobado, ovário (não visto). Cápsula 3-coca, 7.5<U+2012>8.5 × 6.5<U+2012>7 mm, globosa, parede ca. 0.8 mm de espessura, columela 6.5<U+2012>7.5 mm compr. Semente elipsoide, base e ápice obtusos.","Magnoliopsida","Euphorbiaceae","Sapium",NA,NA,NA,"sp4174","Plantae","Malpighiales","Tracheophyta","paucinervium","Hemsl."
177828469,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Bull. Herb. Boissier ser. 2,6: 442,1906. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: style='line-height: 107%; font-family: ""Times New Roman"",serif; font-size: 12pt; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: PT-BR; mso-fareast-language: EN-US; mso-bidi-language: AR-SA; mso-bidi-theme-font: minor-bidi;'>Arbusto a arvore 1.5<U+2012>10 m. Estípulas persistentes; pecíolo 13<U+2012>18(<U+2012>4) × 0.8<U+2012>1 mm, canaliculado, alado; glândulas acropeciolares 1<U+2012>1.8 × 0.5<U+2012>0.8 mm, unidas à base da lâmina foliar, voltadas para a face abaxial. Lâmina foliar 4.5<U+2012>10 × 1.5<U+2012>3 cm, elíptica a estreito elíptica, raramente oblonga ou oboval, base cuneada, ápice acuminado a agudo, cartácea a coriácea; margem inteira a minutamente serreada, dentes reduzidos a apículos glandulares; geralmente verde-oliva, às vezes verde-escuro, coriácea a cartácea; nervuras secundárias broquidódroma; nervuras intersecundárias e terciárias geralmente inconspícuas em relação às secundárias. Inflorescências terminais, solitárias. Címulas estaminadas 8<U+2012>10-flora. Címulas pistiladas 11<U+2012>22; cálice 3-lobado, cobrindo totalmente o ovário; ovário 3-locular, globoso a largo-elipsoide; estigmas 3. Cápsula 3-coca, 5.5<U+2012>8 × 5<U+2012>7 mm, parede ca. 0.7 mm espessura; columela 4<U+2012>7 mm compr. Semente elipsoide, dorsoventralmente achatada, base e ápice obtusos.","Magnoliopsida","Euphorbiaceae","Sapium",NA,NA,NA,"sp4175","Plantae","Malpighiales","Tracheophyta","sellowianum","(Müll.Arg.) Huber"
62420,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Recueil Trav. Bot. Néerl.,33: 192.,1936. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Sapotaceae","Sarcaulus",NA,NA,NA,"sp4176","Plantae","Ericales","Tracheophyta","brasiliensis","(A.DC.) Eyma"
191128508,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Taxon 65(1): 56, 2016. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Rhamnaceae","Sarcomphalus",NA,NA,NA,"sp4177","Plantae","Rosales","Tracheophyta","glaziovii","(Warm.) Hauenschild"
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Taxon 65(1): 56, 2016. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Rhamnaceae","Sarcomphalus",NA,NA,NA,"sp4178","Plantae","Rosales","Tracheophyta","joazeiro","(Mart.)Hauenshild"
177814546,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Taxon 65(1): 57, 2016. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Rhamnaceae","Sarcomphalus",NA,NA,NA,"sp4179","Plantae","Rosales","Tracheophyta","platyphyllus","(Reissek) Hauenschild"
177792093,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Taxon 65(1): 57, 2016. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Rhamnaceae","Sarcomphalus",NA,NA,NA,"sp4180","Plantae","Rosales","Tracheophyta","undulatus","(Reissek) Hauenschild"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Martius, C.F.P. von & auct. suc. (eds.) 1874. Fl. bras.,11(2): 704. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Phyllanthaceae","Savia",NA,NA,NA,"sp4181","Plantae","Malpighiales","Tracheophyta","dictyocarpa","Müll.Arg."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Willd. 1805. Sp. Pl. Ed. 4,4: 771. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Phyllanthaceae","Savia",NA,NA,NA,"sp4182","Plantae","Malpighiales","Tracheophyta","sessiliflora","(Sw.) Willd."
163031393,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Spegazzini, C.L. 1917. Physis (Buenos Aires),3: 345.|Biral, L. 2017. Phytotaxa,309(3): 295. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Arbustos a árvores (até 6 m de altura), inermes; ramos jovens cilíndricos com estrias longitudinais tênues, verde-amarronzados quando secos, glabros, não lenticelados, ramos velhos cilíndricos com estrias longitudinais evidentes, glabros a esparsamente pubescente, amarelo-acinzentados, lenticelados; folhas dísticas, patentes, estípulas 0,5-0,5 mm de comprimento, caducas, triangulares, margens fimbriadas, pecíolo 2 a 7 mm de comprimento, lâminas 1,5-6,4(-7) x 0,8(1,2)-4 cm, largo-elípticas a ovadas, base atenuada a aguda, raro obtusa, margens inteiras a levemente onduladas, planas, ápice acuminado a agudo, mucronado, membranáceas, glabras, com aspecto enrugado após secagem, nervura primária plana na face adaxial, plana a promínula na face abaxial, esbranquiçada quando seca, nervuras secundárias 3-5 pares, obscuras a planas em ambas as faces; inflorescências fasciculadas, paucifloras, às vezes reduzidas a uma única flor, brácteas na base 1-2, 0,4-0,6 x 0,3-0,5 mm, ovadas, inteiras a erosas, pedicelos 1-4 mm de comprimento; flores tetrâmeras, 5 mm na ântese, sépalas 0,5-1 x 0,5-1,8 cm, ovadas, margens fimbriadas a erosas, pétalas 1,2-2,6 x 1-1,5 cm, oblongas a obovadas, margens inteiras, verdes a creme, estames 2-3 mm de comprimento nas flores masculinas, ausentes ou reduzidos a estaminodios nas femininas, ovário 2-locular, estigma bífido, dois óvulos por lóculo; drupas 4,4-7 x 3-5,2 cm, esferoides, pericarpo coriáceo, superfície rugosa, verde-amareladas quando maduras,&nbsp; as vezes com estilete persistente; sementes (1-)2, 4-4,5 x 2-2,4 cm, esferoides, avermelhadas.&nbsp;.","Magnoliopsida","Celastraceae","Schaefferia",NA,NA,NA,"sp4183","Plantae","Celastrales","Tracheophyta","argentinensis","Speg."
144272982,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Engler, H.G.A. 1876. Fl. bras.,vol. 12, part. 2, tab. 87. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Anacardiaceae","Schinopsis",NA,NA,NA,"sp4184","Plantae","Sapindales","Tracheophyta","brasiliensis","Engl."
34663,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Barkley, F.A. 1957. Lilloa,28: 5-110. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Anacardiaceae","Schinus",NA,NA,NA,"sp4185","Plantae","Sapindales","Tracheophyta","engleri","F.A.Barkley"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Hassler, E. 1913. Repert. Sp. Nov. Regni Veg.,12: 373. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Anacardiaceae","Schinus",NA,NA,NA,"sp4186","Plantae","Sapindales","Tracheophyta","ferox","Hassl."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Fl. bras.,vol. 12, part. 2, tab. 80.|Marchand, N.L. 1869. Révision du groupe des Anacardiacées,164. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Anacardiaceae","Schinus",NA,NA,NA,"sp4187","Plantae","Sapindales","Tracheophyta","lentiscifolia","Marchand"
163032033,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Spegazzini, C.L. 1910. Cat. Descr. Maderas,413. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Anacardiaceae","Schinus",NA,NA,NA,"sp4188","Plantae","Sapindales","Tracheophyta","longifolia","(Lindl.) Speg."
61984171,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Linnaeus, C. 1753. Species Plantarum,1: 388-389. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Anacardiaceae","Schinus",NA,NA,NA,"sp4189","Plantae","Sapindales","Tracheophyta","molle","L."
131404681,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Obr. Centen. Mus. La Plata 2: 269, 1937. O nome desta espécie é considerado como correto por: Tropicos (www.tropicos.org).","Magnoliopsida","Anacardiaceae","Schinus",NA,NA,NA,"sp4190","Plantae","Sapindales","Tracheophyta","polygama","(Cav.) Cabrera"
163489450,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Barkley, F.A. 1957. Lilloa,28: 5-110. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Anacardiaceae","Schinus",NA,NA,NA,"sp4191","Plantae","Sapindales","Tracheophyta","ramboi","F.A.Barkley"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Fl. bras.,vol. 12, part. 2, tab. 81.|C.P.F. von Martius 1876. Fl. bras.,12 (3): 388, t. 81, f. 2. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Anacardiaceae","Schinus",NA,NA,NA,"sp4192","Plantae","Sapindales","Tracheophyta","spinosa","Engl."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: RADDI, G. 1820. Mem. Mat. Fis. Soc. Italiana Sci. Modena,18(2): 399. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Anacardiaceae","Schinus",NA,NA,NA,"sp4193","Plantae","Sapindales","Tracheophyta","terebinthifolia","Raddi"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: C.P.F. von Martius 1876. Fl. bras.,12(2): 385. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Anacardiaceae","Schinus",NA,NA,NA,"sp4194","Plantae","Sapindales","Tracheophyta","weinmanniifolia","Mart. ex Engl."
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Contr. U.S. Natl. Herb. 35(2): 156, 1961. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Humiriaceae","Schistostemon",NA,NA,NA,"sp4195","Plantae","Malpighiales","Tracheophyta","retusum","(Ducke) Cuatrec."
148755785,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: K. Schumann 1889. Fl. bras.,6(6): tab. 119.|K. Schumann Fl. bras.,6(6): 237-238,6(6). O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Rubiaceae","Schizocalyx",NA,NA,NA,"sp4196","Plantae","Gentianales","Tracheophyta","cuspidatus","(A.St.-Hil.) Kainul. & B. Bremer"
62027898,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Contr. U.S. Natl. Herb. 20(7): 240, 1919. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Árvores, com troncos lisos ou com cicatrizes das folhas. Folhas bipinadas, com 6-29 pares (ou mais) de pinas, foliólulos 9-30 pares (ou mais) opostos, cartáceos, discolores, oblongos a elípticos. Inflorescência em panícula.&nbsp;Flores com sépalas verdes e pétalas amarelas. Legume samaróide com endocarpo papiráceo, semente 1 por fruto.&nbsp;&nbsp;.","Magnoliopsida","Fabaceae","Schizolobium",NA,NA,NA,"sp4197","Plantae","Fabales","Tracheophyta","parahyba","(Vell.) Blake"
146787289,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Phytologia,3: 103,1949. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Planta escandente, hemiepífita, ramos 2-3 mm diâm., folhas opostas, simples,17,5-21,5 x 11-14,5 cm, elípticas a orbiculares, margem inteira, nítida na face adaxial e opaca na face abaxial, ápice acuminado, base aguda, pecíolos 1,7-2,6 cm compr. Inflorescências ca. 3,2 cm compr., racemo-panicula, lateral, pubescente; cálice cupular, verde, ca. 5-7 x 4-5 mm, denteado, glabros; flores alvas, ca. 1,4 cm compr., tubo floral 4-5 mm larg., pentâmeras, lobos corola matizados de róseo. Baga esférica, 9 mm diâm.","Magnoliopsida","Schlegeliaceae","Schlegelia",NA,NA,NA,"sp4198","Plantae","Lamiales","Tracheophyta","parviflora","(Oerst.) Monach."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Vogel 1839. Linnaea,13: 312. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Schnella",NA,NA,NA,"sp4199","Plantae","Fabales","Tracheophyta","angulosa","(Vogel) Wunderlin"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: De Candolle, A.L.P.P. 1857. Prodr. (DC.),14: 622. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Schoepfiaceae","Schoepfia",NA,NA,NA,"sp4200","Plantae","Santalales","Tracheophyta","brasiliensis","A.DC."
177809638,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Schumann, K. 1889. Fl. bras.,6(6): 295-296.|Schultes & Schultes f. 1829. Syst. Veg.,7: 164. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Rubiaceae","Schradera",NA,NA,NA,"sp4201","Plantae","Gentianales","Tracheophyta","brasiliensis","Mart. ex Schult.f. & Schult."
148724850,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Hickenia 3: 121, 2002. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Marcgraviaceae","Schwartzia",NA,NA,NA,"sp4202","Plantae","Ericales","Tracheophyta","adamantium","(Cambess.) Bedell ex Gir.-Cañas"
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Neue Entdeck. Pflanzenk. 2: 167, 1820. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Arbustos alternas, frequentemente tornando-se fasciculadas pela redução dos entrenós, curtamente pecioladas, crenado-serreadas, glabras em ambas as faces. axilares, solitárias, alvas ou cremes com estrias vináceas na base da pétala anterior; bractéolas presentes; sépalas fortemente desiguais entre si; corola fortemente zigomorfa, sendo 2 pétalas posteriores elíptico-obovais, 2 pétalas laterais um pouco maiores e elíptico-obovais, falcadas, e uma pétala anterior calcarada. 5, livres, com os conectivos providos de apêndices membranáceos no ápice das anteras, os 2 estames anteriores providos de glândulas nectaríferas longas e filiformes inclusas no cálcar da pétala anterior; ovário glabro, óvulos numerosos. ovoide a elipsoide.","Magnoliopsida","Violaceae","Schweiggeria",NA,NA,NA,"sp4203","Plantae","Malpighiales","Tracheophyta","fruticosa","Spreng."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Reissek, S. 1861. Fl. bras.,11(1): 93.|Reissek, S. [no date]. Fl. bras.,vol.11, part. 1, tab. 30.|Reissek, S. [no date]. Fl. bras.,vol.11, part. 1, tab. 24, fig. 7a,b. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Rhamnaceae","Scutia",NA,NA,NA,"sp4204","Plantae","Rosales","Tracheophyta","arenicola","(Casar.) Reissek"
160422005,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Reissek, S. 1861. Fl. bras.,11(1): 93.|Reissek, S. [no date]. Fl. bras.,vol.11, part. 1, tab. 30. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Rhamnaceae","Scutia",NA,NA,NA,"sp4205","Plantae","Rosales","Tracheophyta","buxifolia","Reissek"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Radlkofer, L.A.T. 1879. Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München,9: 519. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Sapindaceae","Scyphonychium",NA,NA,NA,"sp4206","Plantae","Sapindales","Tracheophyta","multiflorum","(Mart.) Radlk."
145707486,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Sprengel, C.P.J. 1821. Neue Entdeck. Pflanzenk.,2: 118. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Subarbusto, arbusto ou pequena árvore, 0,4-8 m de altura. R amos maduros cilíndricos, não espinescentes, amarelados, acinzentados ou amarronzados, às vezes enegrecidos, frequentemente esfoliantes, lenticelas ocasionais, protuberantes, elipsoides a arredondadas, ramos jovens ligeiramente angulosos e estriados, avermelhados a amarronzados; catafilos persistentes, largamente ovais a triangulares. Folhas alternas, concolores a discretamente discolores, verde-amarronzadas a marrons no material herborizado; estípulas frequentemente caducas ou inconspícuas, fimbriado-glandulares, com <st1:metricconverter productid=""1 a"" w:st=""on 1 a</st1:metricconverter> numerosas divisões; pecíolo canaliculado; lâmina geralmente cartácea, algumas vezes, membranácea ou coriácea, estreitamente elíptica a largamente oboval, raro lanceolada e oval, base arredondada a acuminada, ápice emarginado a acuminado, margem serreada ou raro, inteira; broquidódroma, nervuras secundárias 6-14 pares, patente. Inflorescência terminal, unissexual estaminada ou bissexual com 1-12 flores pistiladas na porção proximal, címulas estaminadas (1-) 3-7-floras. Brácteas sésseis, depresso-ovais a largamente triangulares, margem denteada, ápice agudo a acuminado; bractéola 0; glândulas 1 par subtendendo as brácteas, oblongas a obovais, raro circulares, plicado-rugosas, sésseis. Flor estaminada pedicelada; sépalas,&nbsp;inteiras linear-lanceoladas a triangulares ou trilobadas; estames (2-) 3 (-4), filetes ligeiramente unidos na base. Flor pistilada séssil ou curto-pedicelada; sépalas ovais, denteados, com ápice frequentemente aristado, com glândulas internamente; ovário ovoide, elipsoide ou obovoide, triangular transversalmente, liso; estiletes achatados, lateralmente recurvos. Cápsula triangular, vértices agudos, superfície lisa, valvas 4,5-10 mm de larg., com 3-4 nervuras; columela 5-<st1:metricconverter productid=""11 mm"" w:st=""on <!--[if !supportAnnotations]--> <!--[endif]-->.","Magnoliopsida","Euphorbiaceae","Sebastiania",NA,NA,NA,"sp4207","Plantae","Malpighiales","Tracheophyta","brasiliensis","Spreng."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Müll. Arg. in Candolle, A.P. de 1866. Prodr.,15(2): 1186. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Subarbusto ou arbusto, 3 m</st1:metricconverter> de altura. Ramos cilíndricos, não espinescentes, enegrecidos a marrons, raramente acinzentados, ligeiramente esfoliantes, lenticelas esparsas, arredondadas, ramos jovens angulosos às vezes avermelhados; catafilos persistentes, ovais. Folhas alternas, concolores, verde-escuras, frequentemente enegrecidas no material herborizado; estípulas persistentes, fimbriado-glandulares; pecíolo canaliculado a discretamente tubuloso; lâmina&nbsp;coriácea a cartácea, oval a suborbicular, base arredondada a cordada, ápice geralmente arredondado, raro agudo ou retuso, margem crenada; broquidódroma, nervuras secundárias 2-9 pares, nflorescência 0,7-<st1:metricconverter productid=""3,4 cm"" w:st=""on 3,4 cm</st1:metricconverter> compr., terminal, unissexual estaminada ou bissexual com 1-2 flores pistiladas na porção proximal, címulas estaminadas 1-3-floras. Brácteas sésseis, largamente triangular-deltóides, margem eroso-glandular a fimbriada, ápice mucronado; glândulas 1-3 pares por bráctea, circulares a elípticas, lisas, sésseis; bractéolas ausentes. Flor estaminada com pedicelada;&nbsp;sépalas inteiras, triangulares, subuladas a filiformes, às vezes trífidas; estames 2-3, filetes&nbsp;unidos em até 2/3 do comprimento.&nbsp;Flor pistilada séssil; sépalas largamente ovais, margem fimbriada, às vezes glandular, ápice agudo a cuspidado, com glândulas internamente; ovário ovóide, discretamente trígono; estiletes lateralmente achatados, recurvos. Cápsula triangular, superfície lisa, valvas ca. 4,5 mm larg., com 5 nervuras; columela 4-<st1:metricconverter productid=""6,5 mm"" w:st=""on Arrumar na ilustração <!--[if !supportAnnotations]--> <!--[endif]-->.","Magnoliopsida","Euphorbiaceae","Sebastiania",NA,NA,NA,"sp4208","Plantae","Malpighiales","Tracheophyta","brevifolia","(Müll.Arg.) Müll.Arg."
